time,T_Dalam,H_Dalam
"""2021-02-25T04:11:14.912Z""",25.8,69.7
"""2021-02-25T04:11:17.909Z""",25.8,68.6
"""2021-02-25T04:11:20.913Z""",25.7,70
"""2021-02-25T04:11:23.910Z""",25.8,70.2
"""2021-02-25T04:11:26.913Z""",25.8,70.4
"""2021-02-25T04:11:29.912Z""",25.8,69.6
"""2021-02-25T04:11:32.913Z""",25.8,70.8
"""2021-02-25T04:11:35.916Z""",25.8,70.8
"""2021-02-25T04:11:38.910Z""",25.7,70.9
"""2021-02-25T04:11:41.912Z""",25.8,71.1
"""2021-02-25T04:11:44.910Z""",25.7,71.1
"""2021-02-25T04:11:47.913Z""",25.8,70
"""2021-02-25T04:11:50.912Z""",25.8,71.4
"""2021-02-25T04:11:53.909Z""",25.7,71.5
"""2021-02-25T04:11:56.913Z""",25.7,71.5
"""2021-02-25T04:11:59.912Z""",25.7,70.6
"""2021-02-25T04:12:02.910Z""",25.7,71.6
"""2021-02-25T04:12:05.912Z""",25.7,71.6
"""2021-02-25T04:12:08.910Z""",25.7,71.7
"""2021-02-25T04:12:11.912Z""",25.7,71.9
"""2021-02-25T04:12:14.912Z""",25.7,71.8
"""2021-02-25T04:12:17.911Z""",25.7,71.9
"""2021-02-25T04:12:20.912Z""",25.8,72
"""2021-02-25T04:12:23.909Z""",25.8,72
"""2021-02-25T04:12:26.916Z""",25.7,72
"""2021-02-25T04:12:29.912Z""",25.7,72
"""2021-02-25T04:12:32.909Z""",25.8,72.2
"""2021-02-25T04:12:35.913Z""",25.8,72.2
"""2021-02-25T04:12:38.909Z""",25.7,72.1
"""2021-02-25T04:12:41.911Z""",25.8,72.2
"""2021-02-25T04:12:44.912Z""",25.8,72.3
"""2021-02-25T04:12:47.910Z""",25.8,72.3
"""2021-02-25T04:12:50.914Z""",25.8,71.4
"""2021-02-25T04:12:53.911Z""",25.8,72.5
"""2021-02-25T04:12:56.909Z""",25.8,72.4
"""2021-02-25T04:12:59.911Z""",25.8,72.4
"""2021-02-25T04:13:02.909Z""",25.8,72.4
"""2021-02-25T04:13:05.911Z""",25.8,72.4
"""2021-02-25T04:13:08.910Z""",25.8,71.2
"""2021-02-25T04:13:11.909Z""",25.8,72.5
"""2021-02-25T04:13:14.911Z""",25.8,72.6
"""2021-02-25T04:13:17.912Z""",25.8,72.5
"""2021-02-25T04:13:20.908Z""",25.8,71.6
"""2021-02-25T04:13:23.911Z""",25.8,72.6
"""2021-02-25T04:13:26.908Z""",25.8,72.6
"""2021-02-25T04:13:29.912Z""",25.8,72.8
"""2021-02-25T04:13:32.908Z""",25.8,72.7
"""2021-02-25T04:13:35.911Z""",25.8,72.7
"""2021-02-25T04:13:38.911Z""",25.8,71.5
"""2021-02-25T04:13:41.911Z""",25.8,72.7
"""2021-02-25T04:13:44.909Z""",25.8,72.7
"""2021-02-25T04:13:47.911Z""",25.8,72.7
"""2021-02-25T04:13:50.909Z""",25.8,72.8
"""2021-02-25T04:13:53.911Z""",25.8,72.8
"""2021-02-25T04:13:56.908Z""",25.8,72.9
"""2021-02-25T04:13:59.913Z""",25.8,72.9
"""2021-02-25T04:14:02.910Z""",25.9,72.9
"""2021-02-25T04:14:05.911Z""",25.8,72.8
"""2021-02-25T04:14:08.908Z""",25.9,73
"""2021-02-25T04:14:11.912Z""",25.9,72
"""2021-02-25T04:14:14.911Z""",25.8,72.9
"""2021-02-25T04:14:17.908Z""",25.9,73
"""2021-02-25T04:14:20.911Z""",25.8,73.1
"""2021-02-25T04:14:23.908Z""",25.9,73.1
"""2021-02-25T04:14:26.910Z""",25.8,73
"""2021-02-25T04:14:29.908Z""",25.9,71.8
"""2021-02-25T04:14:32.911Z""",25.9,73.1
"""2021-02-25T04:14:35.914Z""",25.9,73.1
"""2021-02-25T04:14:38.911Z""",25.8,73
"""2021-02-25T04:14:41.910Z""",25.9,72.1
"""2021-02-25T04:14:44.908Z""",25.9,73.1
"""2021-02-25T04:14:47.911Z""",25.9,73.1
"""2021-02-25T04:14:50.910Z""",25.9,73.2
"""2021-02-25T04:14:53.910Z""",25.9,73.1
"""2021-02-25T04:14:56.910Z""",25.9,73.1
"""2021-02-25T04:14:59.907Z""",25.9,71.9
"""2021-02-25T04:15:02.911Z""",25.9,73.2
"""2021-02-25T04:15:05.908Z""",25.9,73.1
"""2021-02-25T04:15:08.910Z""",25.9,73.2
"""2021-02-25T04:15:11.909Z""",25.9,73.3
"""2021-02-25T04:15:14.910Z""",25.9,73.2
"""2021-02-25T04:15:17.907Z""",25.9,73.2
"""2021-02-25T04:15:20.911Z""",25.9,73.2
"""2021-02-25T04:15:23.910Z""",25.9,73.2
"""2021-02-25T04:15:26.907Z""",25.9,73.2
"""2021-02-25T04:15:29.911Z""",25.9,73.4
"""2021-02-25T04:15:32.907Z""",25.9,72.3
"""2021-02-25T04:15:35.913Z""",25.9,73.3
"""2021-02-25T04:15:38.907Z""",25.9,73.3
"""2021-02-25T04:15:41.910Z""",25.9,73.3
"""2021-02-25T04:15:44.910Z""",25.9,73.3
"""2021-02-25T04:15:47.908Z""",26,73.6
"""2021-02-25T04:15:50.909Z""",26,73.6
"""2021-02-25T04:15:53.908Z""",26,73.4
"""2021-02-25T04:15:56.910Z""",26,73.4
"""2021-02-25T04:15:59.910Z""",26,73.4
"""2021-02-25T04:16:02.928Z""",26,73.4
"""2021-02-25T04:16:05.910Z""",26,73.4
"""2021-02-25T04:16:08.910Z""",26,73.5
"""2021-02-25T04:16:11.909Z""",26,73.3
"""2021-02-25T04:16:14.910Z""",26,73.4
"""2021-02-25T04:16:17.911Z""",26,73.3
"""2021-02-25T04:16:20.906Z""",26,72.1
"""2021-02-25T04:16:23.910Z""",26,73.4
"""2021-02-25T04:16:26.907Z""",26,73.4
"""2021-02-25T04:16:29.910Z""",26,73.5
"""2021-02-25T04:16:32.911Z""",26,73.4
"""2021-02-25T04:16:35.908Z""",26,73.4
"""2021-02-25T04:16:38.909Z""",26,73.4
"""2021-02-25T04:16:41.907Z""",26,73.4
"""2021-02-25T04:16:44.910Z""",26,73.4
"""2021-02-25T04:16:47.907Z""",26,73.4
"""2021-02-25T04:16:50.909Z""",26.1,72.2
"""2021-02-25T04:16:53.907Z""",26.1,72.4
"""2021-02-25T04:16:56.910Z""",26.1,73.3
"""2021-02-25T04:16:59.910Z""",26,73.1
"""2021-02-25T04:17:02.906Z""",26.1,73.1
"""2021-02-25T04:17:05.909Z""",26.1,73.1
"""2021-02-25T04:17:08.906Z""",26.1,73
"""2021-02-25T04:17:11.910Z""",26.1,72.8
"""2021-02-25T04:17:14.909Z""",26.1,72.6
"""2021-02-25T04:17:17.907Z""",26.1,72.5
"""2021-02-25T04:17:20.910Z""",26.1,72.5
"""2021-02-25T04:17:23.906Z""",26.1,72.3
"""2021-02-25T04:17:26.909Z""",26,72.1
"""2021-02-25T04:17:29.906Z""",26.1,72.1
"""2021-02-25T04:17:32.910Z""",26.1,72
"""2021-02-25T04:17:35.910Z""",26.1,71.9
"""2021-02-25T04:17:38.906Z""",26.1,71.9
"""2021-02-25T04:17:41.908Z""",26.1,70.5
"""2021-02-25T04:17:44.907Z""",26.1,71.6
"""2021-02-25T04:17:47.909Z""",26.1,71.5
"""2021-02-25T04:17:50.911Z""",26.1,71.4
"""2021-02-25T04:17:53.907Z""",26.1,71.4
"""2021-02-25T04:17:56.909Z""",26.1,71.2
"""2021-02-25T04:17:59.914Z""",26.1,71.1
"""2021-02-25T04:18:02.908Z""",26.1,71
"""2021-02-25T04:18:05.909Z""",26.1,71
"""2021-02-25T04:18:08.906Z""",26.1,70.9
"""2021-02-25T04:18:11.909Z""",26.1,69.6
"""2021-02-25T04:18:14.909Z""",26.1,69.9
"""2021-02-25T04:18:17.907Z""",26.1,70.8
"""2021-02-25T04:18:20.908Z""",26.1,70.8
"""2021-02-25T04:18:23.906Z""",26.1,70.9
"""2021-02-25T04:18:26.909Z""",26.1,70.7
"""2021-02-25T04:18:29.906Z""",26,70.6
"""2021-02-25T04:18:32.911Z""",26,70.6
"""2021-02-25T04:18:35.912Z""",26,70.6
"""2021-02-25T04:18:38.908Z""",26.1,70.6
"""2021-02-25T04:18:41.905Z""",26,70.6
"""2021-02-25T04:18:44.909Z""",26,70.4
"""2021-02-25T04:18:47.905Z""",26,70.4
"""2021-02-25T04:18:50.909Z""",26,70.4
"""2021-02-25T04:18:53.908Z""",26,70.4
"""2021-02-25T04:18:56.906Z""",26,70.4
"""2021-02-25T04:18:59.908Z""",26,70.4
"""2021-02-25T04:19:02.908Z""",26,70.5
"""2021-02-25T04:19:05.909Z""",26,70.3
"""2021-02-25T04:19:08.908Z""",26,70.3
"""2021-02-25T04:19:11.907Z""",26,70.1
"""2021-02-25T04:19:14.908Z""",26,70.2
"""2021-02-25T04:19:17.905Z""",26,70
"""2021-02-25T04:19:20.907Z""",26,70.1
"""2021-02-25T04:19:23.906Z""",25.9,70
"""2021-02-25T04:19:26.909Z""",25.9,70
"""2021-02-25T04:19:29.909Z""",25.9,70
"""2021-02-25T04:19:32.906Z""",25.9,68.6
"""2021-02-25T04:19:35.907Z""",25.9,69
"""2021-02-25T04:19:38.909Z""",25.9,69.9
"""2021-02-25T04:19:41.906Z""",25.9,69.8
"""2021-02-25T04:19:44.907Z""",25.9,69.8
"""2021-02-25T04:19:47.905Z""",25.9,69.7
"""2021-02-25T04:19:50.907Z""",25.9,69.7
"""2021-02-25T04:19:53.905Z""",25.9,69.8
"""2021-02-25T04:19:56.908Z""",25.9,69.7
"""2021-02-25T04:19:59.908Z""",25.9,69.7
"""2021-02-25T04:20:02.905Z""",25.9,69.6
"""2021-02-25T04:20:05.908Z""",25.9,69.6
"""2021-02-25T04:20:08.906Z""",25.9,69.7
"""2021-02-25T04:20:11.908Z""",25.9,69.6
"""2021-02-25T04:20:14.907Z""",25.8,69.5
"""2021-02-25T04:20:17.905Z""",25.9,69.7
"""2021-02-25T04:20:20.908Z""",25.8,69.5
"""2021-02-25T04:20:23.905Z""",25.9,69.5
"""2021-02-25T04:20:26.909Z""",25.8,69.5
"""2021-02-25T04:20:29.906Z""",25.8,69.4
"""2021-02-25T04:20:32.907Z""",25.8,69.4
"""2021-02-25T04:20:35.905Z""",25.8,69.4
"""2021-02-25T04:20:38.907Z""",25.8,69.3
"""2021-02-25T04:20:41.907Z""",25.8,69.4
"""2021-02-25T04:20:44.904Z""",25.8,69.4
"""2021-02-25T04:20:47.908Z""",25.8,69.4
"""2021-02-25T04:20:50.907Z""",25.8,69.3
"""2021-02-25T04:20:53.905Z""",25.8,68
"""2021-02-25T04:20:56.907Z""",25.8,68.3
"""2021-02-25T04:20:59.908Z""",25.8,69.3
"""2021-02-25T04:21:02.904Z""",25.7,69.3
"""2021-02-25T04:21:05.907Z""",25.8,69.4
"""2021-02-25T04:21:08.907Z""",25.7,69.5
"""2021-02-25T04:21:11.904Z""",25.7,69.8
"""2021-02-25T04:21:14.907Z""",25.7,69.8
"""2021-02-25T04:21:17.907Z""",25.7,70
"""2021-02-25T04:21:20.904Z""",25.7,70.1
"""2021-02-25T04:21:23.907Z""",25.7,69
"""2021-02-25T04:21:26.904Z""",25.7,70.4
"""2021-02-25T04:21:29.907Z""",25.7,70.6
"""2021-02-25T04:21:32.907Z""",25.7,70.9
"""2021-02-25T04:21:35.905Z""",25.7,70.9
"""2021-02-25T04:21:38.906Z""",25.7,71
"""2021-02-25T04:21:41.904Z""",25.7,71.1
"""2021-02-25T04:21:44.908Z""",25.7,71.3
"""2021-02-25T04:21:47.904Z""",25.7,71.4
"""2021-02-25T04:21:50.907Z""",25.7,71.5
"""2021-02-25T04:21:53.936Z""",25.7,71.6
"""2021-02-25T04:21:56.907Z""",25.7,71.6
"""2021-02-25T04:21:59.904Z""",25.7,71.7
"""2021-02-25T04:22:02.906Z""",25.7,71.9
"""2021-02-25T04:22:05.908Z""",25.7,71.9
"""2021-02-25T04:22:08.904Z""",25.7,72
"""2021-02-25T04:22:11.906Z""",25.7,72
"""2021-02-25T04:22:14.907Z""",25.7,72.1
"""2021-02-25T04:22:17.905Z""",25.7,71.2
"""2021-02-25T04:22:20.907Z""",25.7,72.1
"""2021-02-25T04:22:23.903Z""",25.7,72.1
"""2021-02-25T04:22:26.907Z""",25.7,72.1
"""2021-02-25T04:22:29.907Z""",25.7,72.2
"""2021-02-25T04:22:32.904Z""",25.7,72.2
"""2021-02-25T04:22:35.907Z""",25.7,72.2
"""2021-02-25T04:22:38.904Z""",25.7,72.4
"""2021-02-25T04:22:41.906Z""",25.7,72.3
"""2021-02-25T04:22:44.906Z""",25.7,71
"""2021-02-25T04:22:47.905Z""",25.7,72.4
"""2021-02-25T04:22:50.907Z""",25.7,72.4
"""2021-02-25T04:22:53.904Z""",25.7,72.4
"""2021-02-25T04:22:56.907Z""",25.7,72.4
"""2021-02-25T04:22:59.904Z""",25.7,72.5
"""2021-02-25T04:23:02.906Z""",25.7,72.6
"""2021-02-25T04:23:05.903Z""",25.8,72.6
"""2021-02-25T04:23:08.907Z""",25.8,71.7
"""2021-02-25T04:23:11.905Z""",25.8,72.6
"""2021-02-25T04:23:14.903Z""",25.7,72.6
"""2021-02-25T04:23:17.906Z""",25.8,72.7
"""2021-02-25T04:23:20.903Z""",25.8,72.7
"""2021-02-25T04:23:23.906Z""",25.7,72.7
"""2021-02-25T04:23:26.905Z""",25.8,72.8
"""2021-02-25T04:23:29.906Z""",25.8,72.8
"""2021-02-25T04:23:32.906Z""",25.8,72.8
"""2021-02-25T04:23:35.904Z""",25.8,72.8
"""2021-02-25T04:23:38.906Z""",25.8,72.2
"""2021-02-25T04:23:41.903Z""",25.8,72.9
"""2021-02-25T04:23:44.906Z""",25.8,72.9
"""2021-02-25T04:23:47.905Z""",25.8,72.9
"""2021-02-25T04:23:50.902Z""",25.8,73
"""2021-02-25T04:23:53.906Z""",25.8,73
"""2021-02-25T04:23:56.902Z""",25.8,73
"""2021-02-25T04:23:59.906Z""",25.8,73
"""2021-02-25T04:24:02.904Z""",25.8,73
"""2021-02-25T04:24:05.906Z""",25.8,71.7
"""2021-02-25T04:24:08.906Z""",25.8,73
"""2021-02-25T04:24:11.903Z""",25.8,73.1
"""2021-02-25T04:24:14.907Z""",25.8,73.2
"""2021-02-25T04:24:17.903Z""",25.8,73.1
"""2021-02-25T04:24:20.906Z""",25.8,73.1
"""2021-02-25T04:24:23.905Z""",25.8,73.1
"""2021-02-25T04:24:26.903Z""",25.8,73.1
"""2021-02-25T04:24:29.908Z""",25.8,72.2
"""2021-02-25T04:24:32.903Z""",25.9,73.2
"""2021-02-25T04:24:35.905Z""",25.8,71.9
"""2021-02-25T04:24:38.904Z""",25.9,73.3
"""2021-02-25T04:24:41.905Z""",25.9,73.3
"""2021-02-25T04:24:44.905Z""",25.9,73.3
"""2021-02-25T04:24:47.902Z""",25.9,73.3
"""2021-02-25T04:24:50.905Z""",25.9,73.3
"""2021-02-25T04:24:53.904Z""",25.9,73.4
"""2021-02-25T04:24:56.904Z""",25.9,73.3
"""2021-02-25T04:24:59.905Z""",25.9,72.5
"""2021-02-25T04:25:02.906Z""",25.9,73.3
"""2021-02-25T04:25:05.902Z""",25.9,73.3
"""2021-02-25T04:25:08.905Z""",25.9,73.3
"""2021-02-25T04:25:11.906Z""",25.9,73.3
"""2021-02-25T04:25:14.901Z""",25.9,73.3
"""2021-02-25T04:25:17.906Z""",25.8,73.2
"""2021-02-25T04:25:20.902Z""",25.9,73.5
"""2021-02-25T04:25:23.906Z""",25.9,73.3
"""2021-02-25T04:25:26.902Z""",25.9,73.5
"""2021-02-25T04:25:29.906Z""",25.9,73.3
"""2021-02-25T04:25:32.903Z""",25.9,73.4
"""2021-02-25T04:25:35.905Z""",25.9,73.4
"""2021-02-25T04:25:38.905Z""",25.9,73.4
"""2021-02-25T04:25:41.902Z""",25.9,73.4
"""2021-02-25T04:25:44.907Z""",25.9,73.5
"""2021-02-25T04:25:47.902Z""",25.9,73.4
"""2021-02-25T04:25:50.904Z""",25.9,72.5
"""2021-02-25T04:25:53.904Z""",25.9,73.5
"""2021-02-25T04:25:56.903Z""",26,72.2
"""2021-02-25T04:25:59.906Z""",26,73.6
"""2021-02-25T04:26:02.902Z""",26,73.5
"""2021-02-25T04:26:05.905Z""",26,73.5
"""2021-02-25T04:26:08.903Z""",26,73.6
"""2021-02-25T04:26:11.904Z""",26,73.5
"""2021-02-25T04:26:14.904Z""",26,73.6
"""2021-02-25T04:26:17.902Z""",26,73.6
"""2021-02-25T04:26:20.905Z""",26,72.7
"""2021-02-25T04:26:23.902Z""",26,73.6
"""2021-02-25T04:26:26.904Z""",26,73.6
"""2021-02-25T04:26:29.902Z""",26,73.7
"""2021-02-25T04:26:32.904Z""",26,73.6
"""2021-02-25T04:26:35.904Z""",26,73.5
"""2021-02-25T04:26:38.902Z""",26,73.5
"""2021-02-25T04:26:41.904Z""",26,73.5
"""2021-02-25T04:26:44.904Z""",26.1,73.6
"""2021-02-25T04:26:47.902Z""",26,73.5
"""2021-02-25T04:26:50.904Z""",26.1,73.5
"""2021-02-25T04:26:53.901Z""",26,73.3
"""2021-02-25T04:26:56.904Z""",26.1,73.3
"""2021-02-25T04:26:59.904Z""",26.1,73.3
"""2021-02-25T04:27:02.902Z""",26,73.2
"""2021-02-25T04:27:05.904Z""",26.1,73.1
"""2021-02-25T04:27:08.900Z""",26.1,73.1
"""2021-02-25T04:27:11.904Z""",26.1,72
"""2021-02-25T04:27:14.904Z""",26.1,72.9
"""2021-02-25T04:27:17.902Z""",26.1,71.4
"""2021-02-25T04:27:20.904Z""",26.1,72.6
"""2021-02-25T04:27:23.904Z""",26.1,72.3
"""2021-02-25T04:27:26.902Z""",26.1,72.2
"""2021-02-25T04:27:29.904Z""",26.1,72.1
"""2021-02-25T04:27:32.901Z""",26.1,72.1
"""2021-02-25T04:27:35.904Z""",26.1,72
"""2021-02-25T04:27:38.902Z""",26.1,72
"""2021-02-25T04:27:41.903Z""",26.1,72
"""2021-02-25T04:27:44.903Z""",26.1,72.1
"""2021-02-25T04:27:47.901Z""",26.1,70.7
"""2021-02-25T04:27:50.905Z""",26.1,71.9
"""2021-02-25T04:27:53.900Z""",26.1,71.8
"""2021-02-25T04:27:56.903Z""",26.1,71.6
"""2021-02-25T04:27:59.902Z""",26.1,71.4
"""2021-02-25T04:28:02.901Z""",26.1,71.3
"""2021-02-25T04:28:05.900Z""",26.1,71.3
"""2021-02-25T04:28:08.901Z""",26.1,71.3
"""2021-02-25T04:28:11.903Z""",26.1,71.1
"""2021-02-25T04:28:14.904Z""",26.1,71.2
"""2021-02-25T04:28:17.901Z""",26.1,71
"""2021-02-25T04:28:20.903Z""",26.1,71
"""2021-02-25T04:28:23.902Z""",26.1,70.9
"""2021-02-25T04:28:26.903Z""",26.1,70.9
"""2021-02-25T04:28:29.904Z""",26.1,70.8
"""2021-02-25T04:28:32.900Z""",26.1,69.7
"""2021-02-25T04:28:35.903Z""",26.1,70.6
"""2021-02-25T04:28:38.903Z""",26.1,70.8
"""2021-02-25T04:28:41.900Z""",26.1,70.6
"""2021-02-25T04:28:44.903Z""",26.1,70.6
"""2021-02-25T04:28:47.900Z""",26.1,70.6
"""2021-02-25T04:28:50.904Z""",26.1,70.6
"""2021-02-25T04:28:53.903Z""",26.1,70.7
"""2021-02-25T04:28:56.900Z""",26.1,70.8
"""2021-02-25T04:28:59.905Z""",26.1,70.8
"""2021-02-25T04:29:02.903Z""",26.1,70.8
"""2021-02-25T04:29:05.900Z""",26,70.8
"""2021-02-25T04:29:08.903Z""",26,69.4
"""2021-02-25T04:29:11.900Z""",26,70.5
"""2021-02-25T04:29:14.903Z""",26,70.6
"""2021-02-25T04:29:17.903Z""",26,70.6
"""2021-02-25T04:29:20.900Z""",26,70.6
"""2021-02-25T04:29:23.903Z""",26,70.6
"""2021-02-25T04:29:26.903Z""",26,70.6
"""2021-02-25T04:29:29.901Z""",26,70.5
"""2021-02-25T04:29:32.903Z""",26,70.5
"""2021-02-25T04:29:35.900Z""",26,70.7
"""2021-02-25T04:29:38.903Z""",26,70.6
"""2021-02-25T04:29:41.919Z""",26,70.5
"""2021-02-25T04:29:44.900Z""",26,70.3
"""2021-02-25T04:29:47.903Z""",26,70.3
"""2021-02-25T04:29:50.901Z""",25.9,70.2
"""2021-02-25T04:29:53.902Z""",26,69.2
"""2021-02-25T04:29:56.903Z""",26,70.1
"""2021-02-25T04:29:59.901Z""",26,70.1
"""2021-02-25T04:30:02.902Z""",25.9,70
"""2021-02-25T04:30:05.903Z""",26,70
"""2021-02-25T04:30:08.899Z""",26,70
"""2021-02-25T04:30:11.902Z""",26,70.1
"""2021-02-25T04:30:14.900Z""",26,70.1
"""2021-02-25T04:30:17.902Z""",25.9,70.1
"""2021-02-25T04:30:20.903Z""",26,70
"""2021-02-25T04:30:23.900Z""",25.9,69.8
"""2021-02-25T04:30:26.903Z""",26,69.9
"""2021-02-25T04:30:29.900Z""",26,68.6
"""2021-02-25T04:30:32.902Z""",26,69.9
"""2021-02-25T04:30:35.900Z""",26,69.9
"""2021-02-25T04:30:38.903Z""",25.9,70
"""2021-02-25T04:30:41.902Z""",26,70.1
"""2021-02-25T04:30:44.900Z""",25.9,70.4
"""2021-02-25T04:30:47.902Z""",25.9,70.5
"""2021-02-25T04:30:50.899Z""",26,70.6
"""2021-02-25T04:30:53.903Z""",25.9,70.6
"""2021-02-25T04:30:56.900Z""",25.9,70.8
"""2021-02-25T04:30:59.901Z""",26,69.8
"""2021-02-25T04:31:02.899Z""",25.9,71.2
"""2021-02-25T04:31:05.902Z""",26,71.2
"""2021-02-25T04:31:08.899Z""",26,71.4
"""2021-02-25T04:31:11.901Z""",26,71.4
"""2021-02-25T04:31:14.899Z""",25.9,70.5
"""2021-02-25T04:31:17.902Z""",25.9,71.5
"""2021-02-25T04:31:20.903Z""",26,71.7
"""2021-02-25T04:31:23.900Z""",26,71.8
"""2021-02-25T04:31:26.900Z""",26,72.1
"""2021-02-25T04:31:29.902Z""",25.9,71.9
"""2021-02-25T04:31:32.899Z""",26,72.1
"""2021-02-25T04:31:35.902Z""",26,72.1
"""2021-02-25T04:31:38.902Z""",25.9,72.2
"""2021-02-25T04:31:41.901Z""",26,72.3
"""2021-02-25T04:31:44.902Z""",26,72.2
"""2021-02-25T04:31:47.900Z""",26,72.3
"""2021-02-25T04:31:50.903Z""",26,71
"""2021-02-25T04:31:53.901Z""",26,72.3
"""2021-02-25T04:31:56.898Z""",26,72.3
"""2021-02-25T04:31:59.901Z""",26,72.3
"""2021-02-25T04:32:02.903Z""",26,72.2
"""2021-02-25T04:32:05.899Z""",26,72.3
"""2021-02-25T04:32:08.901Z""",26,72.3
"""2021-02-25T04:32:11.898Z""",26,72.4
"""2021-02-25T04:32:14.901Z""",26,72.3
"""2021-02-25T04:32:17.901Z""",26,72.3
"""2021-02-25T04:32:20.899Z""",26,71.1
"""2021-02-25T04:32:23.901Z""",26,72.4
"""2021-02-25T04:32:26.899Z""",26,72.5
"""2021-02-25T04:32:29.901Z""",26,72.5
"""2021-02-25T04:32:32.901Z""",26,72.5
"""2021-02-25T04:32:35.899Z""",26,71.6
"""2021-02-25T04:32:38.902Z""",26,72.5
"""2021-02-25T04:32:41.898Z""",26,72.5
"""2021-02-25T04:32:44.900Z""",26,72.6
"""2021-02-25T04:32:47.899Z""",26.1,72.6
"""2021-02-25T04:32:50.901Z""",26,72.6
"""2021-02-25T04:32:53.898Z""",26.1,72.7
"""2021-02-25T04:32:56.901Z""",26.1,72.8
"""2021-02-25T04:32:59.901Z""",26,72.7
"""2021-02-25T04:33:02.899Z""",26.1,72.9
"""2021-02-25T04:33:05.901Z""",26.1,72.8
"""2021-02-25T04:33:08.901Z""",26.1,73
"""2021-02-25T04:33:11.899Z""",26.1,73
"""2021-02-25T04:33:14.901Z""",26.1,72.9
"""2021-02-25T04:33:17.898Z""",26.1,73
"""2021-02-25T04:33:20.900Z""",26.1,72.9
"""2021-02-25T04:33:23.903Z""",26.1,72.9
"""2021-02-25T04:33:26.898Z""",26.1,72.9
"""2021-02-25T04:33:29.901Z""",26.1,72.9
"""2021-02-25T04:33:32.901Z""",26.1,72.9
"""2021-02-25T04:33:35.901Z""",26.1,72.9
"""2021-02-25T04:33:38.901Z""",26.2,72.9
"""2021-02-25T04:33:41.898Z""",26.1,71.6
"""2021-02-25T04:33:44.901Z""",26.1,72.9
"""2021-02-25T04:33:47.902Z""",26.1,72.9
"""2021-02-25T04:33:50.898Z""",26.1,73
"""2021-02-25T04:33:53.899Z""",26.1,72.9
"""2021-02-25T04:33:56.898Z""",26.1,72
"""2021-02-25T04:33:59.900Z""",26.2,73
"""2021-02-25T04:34:02.901Z""",26.2,73
"""2021-02-25T04:34:05.897Z""",26.2,73.1
"""2021-02-25T04:34:08.900Z""",26.1,72.9
"""2021-02-25T04:34:11.900Z""",26.1,71.6
"""2021-02-25T04:34:14.898Z""",26.1,72.9
"""2021-02-25T04:34:17.900Z""",26.2,73
"""2021-02-25T04:34:20.897Z""",26.2,73
"""2021-02-25T04:34:23.901Z""",26.1,72.9
"""2021-02-25T04:34:26.900Z""",26.2,73.1
"""2021-02-25T04:34:29.897Z""",26.2,73.1
"""2021-02-25T04:34:32.904Z""",26.2,73.2
"""2021-02-25T04:34:35.900Z""",26.2,73.1
"""2021-02-25T04:34:38.898Z""",26.2,73.2
"""2021-02-25T04:34:41.898Z""",26.2,73.2
"""2021-02-25T04:34:44.897Z""",26.2,73.2
"""2021-02-25T04:34:47.901Z""",26.2,72.2
"""2021-02-25T04:34:50.897Z""",26.2,73.3
"""2021-02-25T04:34:53.899Z""",26.2,73.1
"""2021-02-25T04:34:56.897Z""",26.2,73.2
"""2021-02-25T04:34:59.902Z""",26.2,73.1
"""2021-02-25T04:35:02.896Z""",26.2,73.3
"""2021-02-25T04:35:05.900Z""",26.2,73.1
"""2021-02-25T04:35:08.897Z""",26.2,73.1
"""2021-02-25T04:35:11.900Z""",26.2,73.3
"""2021-02-25T04:35:14.899Z""",26.2,73.1
"""2021-02-25T04:35:17.896Z""",26.2,72.2
"""2021-02-25T04:35:20.900Z""",26.2,73.2
"""2021-02-25T04:35:23.897Z""",26.3,73.2
"""2021-02-25T04:35:26.900Z""",26.2,73.1
"""2021-02-25T04:35:29.900Z""",26.3,73.2
"""2021-02-25T04:35:32.896Z""",26.3,72
"""2021-02-25T04:35:35.900Z""",26.3,73.2
"""2021-02-25T04:35:38.900Z""",26.3,73.5
"""2021-02-25T04:35:41.897Z""",26.3,73.4
"""2021-02-25T04:35:44.900Z""",26.3,73.4
"""2021-02-25T04:35:47.897Z""",26.3,73.4
"""2021-02-25T04:35:50.899Z""",26.3,73.4
"""2021-02-25T04:35:53.898Z""",26.3,73.3
"""2021-02-25T04:35:56.900Z""",26.3,73.3
"""2021-02-25T04:35:59.899Z""",26.3,73.4
"""2021-02-25T04:36:02.896Z""",26.3,73.3
"""2021-02-25T04:36:05.899Z""",26.3,73.3
"""2021-02-25T04:36:08.899Z""",26.3,72.3
"""2021-02-25T04:36:11.899Z""",26.3,73.3
"""2021-02-25T04:36:14.899Z""",26.3,73.3
"""2021-02-25T04:36:17.896Z""",26.3,73.3
"""2021-02-25T04:36:20.902Z""",26.4,73.3
"""2021-02-25T04:36:23.900Z""",26.3,73.3
"""2021-02-25T04:36:26.897Z""",26.3,73.2
"""2021-02-25T04:36:29.900Z""",26.4,73.2
"""2021-02-25T04:36:32.899Z""",26.4,73.3
"""2021-02-25T04:36:35.896Z""",26.3,73.2
"""2021-02-25T04:36:38.899Z""",26.3,72.3
"""2021-02-25T04:36:41.897Z""",26.4,73.3
"""2021-02-25T04:36:44.899Z""",26.4,73.4
"""2021-02-25T04:36:47.897Z""",26.4,73.3
