time,PMV,PPD
"""2021-02-25T03:50:36.117Z""",-0.34,7.3
"""2021-02-25T03:50:42.125Z""",-0.34,7.4
"""2021-02-25T03:50:48.242Z""",-0.35,7.6
"""2021-02-25T03:50:57.163Z""",-0.16,5.5
"""2021-02-25T03:51:06.101Z""",-0.18,5.7
"""2021-02-25T03:51:15.359Z""",-0.18,5.6
"""2021-02-25T03:51:21.081Z""",-0.14,5.4
"""2021-02-25T03:51:30.188Z""",-0.14,5.4
"""2021-02-25T03:51:36.129Z""",-0.17,5.6
"""2021-02-25T03:51:45.501Z""",-0.14,5.4
"""2021-02-25T03:51:53.949Z""",-0.14,5.4
"""2021-02-25T03:52:03.040Z""",-0.14,5.4
"""2021-02-25T03:52:09.087Z""",-0.14,5.4
"""2021-02-25T03:52:18.085Z""",-0.14,5.4
"""2021-02-25T03:52:27.141Z""",-0.13,5.4
"""2021-02-25T03:52:32.982Z""",-0.13,5.4
"""2021-02-25T03:52:38.968Z""",-0.14,5.4
"""2021-02-25T03:52:48.127Z""",-0.15,5.5
"""2021-02-25T03:52:54.120Z""",-0.15,5.5
"""2021-02-25T03:53:03.128Z""",-0.15,5.5
"""2021-02-25T03:53:11.998Z""",-0.15,5.5
"""2021-02-25T03:53:17.935Z""",-0.15,5.5
"""2021-02-25T03:53:27.043Z""",-0.12,5.3
"""2021-02-25T03:53:33.167Z""",-0.12,5.3
"""2021-02-25T03:53:39.240Z""",-0.14,5.4
"""2021-02-25T03:53:48.130Z""",-0.12,5.3
"""2021-02-25T03:53:58.374Z""",-0.12,5.3
"""2021-02-25T03:54:06.028Z""",-0.09,5.2
"""2021-02-25T03:54:15.136Z""",-0.09,5.2
"""2021-02-25T03:54:21.179Z""",-0.09,5.2
"""2021-02-25T03:54:30.080Z""",-0.09,5.2
"""2021-02-25T03:54:39.079Z""",-0.09,5.2
"""2021-02-25T03:54:47.928Z""",-0.09,5.2
"""2021-02-25T03:54:54.034Z""",-0.09,5.2
"""2021-02-25T03:55:03.117Z""",-0.08,5.1
"""2021-02-25T03:55:12.095Z""",-0.08,5.1
"""2021-02-25T03:55:17.916Z""",-0.08,5.1
"""2021-02-25T03:55:24.051Z""",-0.08,5.1
"""2021-02-25T03:55:33.096Z""",-0.08,5.1
"""2021-02-25T03:55:41.963Z""",-0.08,5.1
"""2021-02-25T03:55:48.005Z""",-0.02,5
"""2021-02-25T03:55:56.935Z""",-0.02,5
"""2021-02-25T03:56:03.140Z""",-0.08,5.1
"""2021-02-25T03:56:09.065Z""",-0.02,5
"""2021-02-25T03:56:17.989Z""",-0.02,5
"""2021-02-25T03:56:24.066Z""",-0.02,5
"""2021-02-25T03:56:29.848Z""",-0.02,5
"""2021-02-25T03:56:35.822Z""",-0.02,5
"""2021-02-25T03:56:41.911Z""",-0.03,5
"""2021-02-25T03:56:50.902Z""",-0.22,6
"""2021-02-25T03:56:56.845Z""",-0.22,6
"""2021-02-25T03:57:05.792Z""",-0.22,6
"""2021-02-25T03:57:14.899Z""",-0.21,5.9
"""2021-02-25T03:57:20.937Z""",-0.21,6
"""2021-02-25T03:57:29.876Z""",-0.22,6
"""2021-02-25T03:57:39.956Z""",-0.19,5.7
"""2021-02-25T03:57:47.905Z""",-0.22,6
"""2021-02-25T03:57:54.958Z""",-0.19,5.7
"""2021-02-25T03:57:59.815Z""",-0.25,6.3
"""2021-02-25T03:58:05.889Z""",-0.25,6.3
"""2021-02-25T03:58:11.841Z""",-0.25,6.3
"""2021-02-25T03:58:20.893Z""",-0.25,6.3
"""2021-02-25T03:58:29.845Z""",-0.25,6.3
"""2021-02-25T03:58:35.835Z""",-0.25,6.3
"""2021-02-25T03:58:41.944Z""",-0.25,6.3
"""2021-02-25T03:58:50.894Z""",-0.25,6.3
"""2021-02-25T03:58:59.955Z""",-0.25,6.3
"""2021-02-25T03:59:05.949Z""",-0.25,6.3
"""2021-02-25T03:59:11.915Z""",-0.22,6
"""2021-02-25T03:59:20.918Z""",-0.22,6
"""2021-02-25T03:59:26.889Z""",-0.22,6
"""2021-02-25T03:59:35.911Z""",-0.21,5.9
"""2021-02-25T03:59:42.150Z""",-0.21,5.9
"""2021-02-25T03:59:50.965Z""",-0.25,6.2
"""2021-02-25T03:59:59.868Z""",-0.22,6
"""2021-02-25T04:00:08.881Z""",-0.21,5.9
"""2021-02-25T04:00:14.888Z""",-0.21,5.9
"""2021-02-25T04:00:23.926Z""",-0.25,6.3
"""2021-02-25T04:00:29.853Z""",-0.28,6.6
"""2021-02-25T04:00:38.930Z""",-0.22,6
"""2021-02-25T04:00:47.943Z""",-0.22,6
"""2021-02-25T04:00:56.854Z""",-0.03,5
"""2021-02-25T04:01:02.905Z""",-0.06,5.1
"""2021-02-25T04:01:11.858Z""",-0.03,5
"""2021-02-25T04:01:20.914Z""",-0.06,5.1
"""2021-02-25T04:01:26.847Z""",-0.06,5.1
"""2021-02-25T04:01:35.912Z""",-0.06,5.1
"""2021-02-25T04:01:44.970Z""",-0.06,5.1
"""2021-02-25T04:01:50.888Z""",-0.05,5.1
"""2021-02-25T04:01:56.902Z""",-0.05,5.1
"""2021-02-25T04:02:05.875Z""",-0.08,5.1
"""2021-02-25T04:02:14.928Z""",-0.03,5
"""2021-02-25T04:02:23.981Z""",-0.07,5.1
"""2021-02-25T04:02:29.911Z""",-0.07,5.1
"""2021-02-25T04:02:35.943Z""",-0.05,5
"""2021-02-25T04:02:41.905Z""",-0.02,5
"""2021-02-25T04:02:50.978Z""",-0.07,5.1
"""2021-02-25T04:02:59.956Z""",-0.02,5
"""2021-02-25T04:03:06.020Z""",-0.01,5
"""2021-02-25T04:03:15.012Z""",-0.01,5
"""2021-02-25T04:03:20.979Z""",-0.01,5
"""2021-02-25T04:03:26.906Z""",-0.01,5
"""2021-02-25T04:03:35.962Z""",-0.05,5
"""2021-02-25T04:03:44.918Z""",-0.01,5
"""2021-02-25T04:03:53.960Z""",-0.01,5
"""2021-02-25T04:04:03.035Z""",-0.01,5
"""2021-02-25T04:04:10.001Z""",0.02,5
"""2021-02-25T04:04:17.956Z""",-0.01,5
"""2021-02-25T04:04:23.988Z""",-0.01,5
"""2021-02-25T04:04:33.988Z""",0.02,5
"""2021-02-25T04:04:39.985Z""",0.02,5
"""2021-02-25T04:04:46.070Z""",0.02,5
"""2021-02-25T04:04:55.071Z""",0.02,5
"""2021-02-25T04:05:04.024Z""",0.02,5
"""2021-02-25T04:05:10.140Z""",0.02,5
"""2021-02-25T04:05:19.079Z""",0.02,5
"""2021-02-25T04:05:25.043Z""",0.02,5
"""2021-02-25T04:05:33.955Z""",0.02,5
"""2021-02-25T04:05:43.148Z""",0.02,5
"""2021-02-25T04:05:47.984Z""",0.06,5.1
"""2021-02-25T04:05:54.053Z""",0.06,5.1
"""2021-02-25T04:06:03.125Z""",0.06,5.1
"""2021-02-25T04:06:11.995Z""",0.06,5.1
"""2021-02-25T04:06:21.008Z""",0.06,5.1
"""2021-02-25T04:06:30.011Z""",0.06,5.1
"""2021-02-25T04:06:36.020Z""",0.06,5.1
"""2021-02-25T04:06:41.994Z""",-0.12,5.3
"""2021-02-25T04:06:50.981Z""",-0.12,5.3
"""2021-02-25T04:06:59.986Z""",-0.13,5.3
"""2021-02-25T04:07:09.019Z""",-0.14,5.4
"""2021-02-25T04:07:14.991Z""",-0.13,5.3
"""2021-02-25T04:07:21.068Z""",-0.11,5.3
"""2021-02-25T04:07:30.084Z""",-0.17,5.6
"""2021-02-25T04:07:36.106Z""",-0.11,5.2
"""2021-02-25T04:07:41.985Z""",-0.11,5.3
"""2021-02-25T04:07:48.043Z""",-0.11,5.3
"""2021-02-25T04:07:54.037Z""",-0.14,5.4
"""2021-02-25T04:08:00.017Z""",-0.16,5.5
"""2021-02-25T04:08:09.149Z""",-0.15,5.5
"""2021-02-25T04:08:18.040Z""",-0.15,5.4
"""2021-02-25T04:08:24.065Z""",-0.18,5.7
"""2021-02-25T04:08:30.006Z""",-0.18,5.7
"""2021-02-25T04:08:36.021Z""",-0.18,5.7
"""2021-02-25T04:08:42.162Z""",-0.18,5.7
"""2021-02-25T04:08:48.081Z""",-0.18,5.7
"""2021-02-25T04:08:54.104Z""",-0.18,5.7
"""2021-02-25T04:09:03.042Z""",-0.19,5.7
"""2021-02-25T04:09:10.136Z""",-0.19,5.7
"""2021-02-25T04:09:16.090Z""",-0.19,5.7
"""2021-02-25T04:09:25.104Z""",-0.19,5.7
"""2021-02-25T04:09:31.051Z""",-0.19,5.7
"""2021-02-25T04:09:40.140Z""",-0.19,5.7
"""2021-02-25T04:09:49.336Z""",-0.22,6
"""2021-02-25T04:09:55.210Z""",-0.22,6
"""2021-02-25T04:10:03.068Z""",-0.25,6.3
"""2021-02-25T04:10:09.082Z""",-0.25,6.3
"""2021-02-25T04:10:18.154Z""",-0.25,6.3
"""2021-02-25T04:10:24.157Z""",-0.25,6.3
"""2021-02-25T04:10:33.098Z""",-0.25,6.3
"""2021-02-25T04:10:39.047Z""",-0.26,6.4
"""2021-02-25T04:10:45.110Z""",-0.27,6.5
"""2021-02-25T04:10:54.106Z""",-0.06,5.1
"""2021-02-25T04:11:00.149Z""",-0.1,5.2
"""2021-02-25T04:11:09.225Z""",-0.1,5.2
"""2021-02-25T04:11:18.073Z""",-0.09,5.2
"""2021-02-25T04:11:24.129Z""",-0.12,5.3
"""2021-02-25T04:11:30.080Z""",-0.06,5.1
"""2021-02-25T04:11:39.177Z""",-0.06,5.1
"""2021-02-25T04:11:45.091Z""",-0.06,5.1
"""2021-02-25T04:11:54.106Z""",-0.06,5.1
"""2021-02-25T04:12:03.160Z""",-0.09,5.2
"""2021-02-25T04:12:09.095Z""",-0.09,5.2
"""2021-02-25T04:12:18.105Z""",-0.09,5.2
"""2021-02-25T04:12:24.110Z""",-0.08,5.1
"""2021-02-25T04:12:33.153Z""",-0.09,5.2
"""2021-02-25T04:12:39.114Z""",-0.07,5.1
"""2021-02-25T04:12:48.104Z""",-0.07,5.1
"""2021-02-25T04:12:57.096Z""",-0.06,5.1
"""2021-02-25T04:13:03.169Z""",-0.07,5.1
"""2021-02-25T04:13:12.163Z""",-0.06,5.1
"""2021-02-25T04:13:21.138Z""",-0.06,5.1
"""2021-02-25T04:13:27.104Z""",-0.05,5
"""2021-02-25T04:13:36.311Z""",-0.05,5
"""2021-02-25T04:13:45.145Z""",-0.05,5
"""2021-02-25T04:13:51.138Z""",-0.05,5
"""2021-02-25T04:13:57.146Z""",-0.05,5
"""2021-02-25T04:14:03.120Z""",-0.05,5
"""2021-02-25T04:14:09.173Z""",-0.05,5
"""2021-02-25T04:14:18.181Z""",-0.05,5
"""2021-02-25T04:14:24.188Z""",-0.04,5
"""2021-02-25T04:14:30.201Z""",-0.04,5
"""2021-02-25T04:14:36.114Z""",-0.01,5
"""2021-02-25T04:14:45.208Z""",-0.02,5
"""2021-02-25T04:14:51.206Z""",-0.01,5
"""2021-02-25T04:15:00.175Z""",-0.01,5
"""2021-02-25T04:15:06.124Z""",-0.01,5
"""2021-02-25T04:15:12.177Z""",-0.01,5
"""2021-02-25T04:15:18.194Z""",-0.01,5
"""2021-02-25T04:15:27.183Z""",-0.01,5
"""2021-02-25T04:15:33.145Z""",-0.01,5
"""2021-02-25T04:15:39.265Z""",-0.01,5
"""2021-02-25T04:15:48.241Z""",-0.01,5
"""2021-02-25T04:15:55.202Z""",0,5
"""2021-02-25T04:16:04.435Z""",0,5
"""2021-02-25T04:16:13.294Z""",0,5
"""2021-02-25T04:16:22.376Z""",0.02,5
"""2021-02-25T04:16:28.164Z""",0,5
"""2021-02-25T04:16:37.369Z""",0,5
"""2021-02-25T04:16:43.439Z""",-0.17,5.6
"""2021-02-25T04:16:49.292Z""",-0.17,5.6
"""2021-02-25T04:16:54.267Z""",-0.14,5.4
"""2021-02-25T04:17:04.334Z""",-0.17,5.6
"""2021-02-25T04:17:09.274Z""",-0.14,5.4
"""2021-02-25T04:17:18.202Z""",-0.14,5.4
"""2021-02-25T04:17:24.207Z""",-0.14,5.4
"""2021-02-25T04:17:31.225Z""",-0.2,5.9
"""2021-02-25T04:17:39.337Z""",-0.17,5.6
"""2021-02-25T04:17:45.253Z""",-0.18,5.7
"""2021-02-25T04:17:54.285Z""",-0.18,5.6
"""2021-02-25T04:18:03.201Z""",-0.18,5.7
"""2021-02-25T04:18:09.241Z""",-0.18,5.7
"""2021-02-25T04:18:18.232Z""",-0.18,5.7
"""2021-02-25T04:18:24.258Z""",-0.18,5.7
"""2021-02-25T04:18:30.243Z""",-0.18,5.7
"""2021-02-25T04:18:37.386Z""",-0.18,5.7
"""2021-02-25T04:18:42.299Z""",-0.18,5.7
"""2021-02-25T04:18:49.343Z""",-0.19,5.7
"""2021-02-25T04:18:58.422Z""",-0.19,5.7
"""2021-02-25T04:19:04.394Z""",-0.19,5.7
"""2021-02-25T04:19:10.391Z""",-0.19,5.7
"""2021-02-25T04:19:19.375Z""",-0.19,5.7
"""2021-02-25T04:19:25.290Z""",-0.19,5.7
"""2021-02-25T04:19:34.036Z""",-0.25,6.3
"""2021-02-25T04:19:42.477Z""",-0.25,6.3
"""2021-02-25T04:19:48.300Z""",-0.25,6.3
"""2021-02-25T04:19:54.235Z""",-0.25,6.3
"""2021-02-25T04:20:03.310Z""",-0.25,6.3
"""2021-02-25T04:20:09.362Z""",-0.25,6.3
"""2021-02-25T04:20:18.219Z""",-0.29,6.7
"""2021-02-25T04:20:24.242Z""",-0.29,6.7
"""2021-02-25T04:20:30.243Z""",-0.29,6.7
"""2021-02-25T04:20:36.297Z""",-0.29,6.7
"""2021-02-25T04:20:45.311Z""",-0.29,6.7
"""2021-02-25T04:20:54.370Z""",-0.1,5.2
"""2021-02-25T04:21:03.313Z""",-0.1,5.2
"""2021-02-25T04:21:12.246Z""",-0.11,5.2
"""2021-02-25T04:21:21.301Z""",-0.12,5.3
"""2021-02-25T04:21:27.325Z""",-0.11,5.3
"""2021-02-25T04:21:36.282Z""",-0.09,5.2
"""2021-02-25T04:21:42.295Z""",-0.09,5.2
"""2021-02-25T04:21:48.336Z""",-0.09,5.2
"""2021-02-25T04:21:54.275Z""",-0.09,5.2
"""2021-02-25T04:22:00.353Z""",-0.09,5.2
"""2021-02-25T04:22:09.271Z""",-0.09,5.2
"""2021-02-25T04:22:18.340Z""",-0.09,5.2
"""2021-02-25T04:22:24.356Z""",-0.09,5.2
"""2021-02-25T04:22:33.260Z""",-0.08,5.1
"""2021-02-25T04:22:39.256Z""",-0.08,5.1
"""2021-02-25T04:22:48.387Z""",-0.09,5.2
"""2021-02-25T04:22:54.349Z""",-0.08,5.1
"""2021-02-25T04:23:00.360Z""",-0.08,5.1
"""2021-02-25T04:23:06.353Z""",-0.08,5.1
"""2021-02-25T04:23:15.269Z""",-0.05,5
"""2021-02-25T04:23:21.348Z""",-0.05,5
"""2021-02-25T04:23:27.349Z""",-0.08,5.1
"""2021-02-25T04:23:36.326Z""",-0.05,5
"""2021-02-25T04:23:42.301Z""",-0.07,5.1
"""2021-02-25T04:23:51.301Z""",-0.05,5
"""2021-02-25T04:23:57.280Z""",-0.04,5
"""2021-02-25T04:24:03.353Z""",-0.04,5
"""2021-02-25T04:24:12.360Z""",-0.04,5
"""2021-02-25T04:24:18.321Z""",-0.04,5
"""2021-02-25T04:24:27.376Z""",-0.04,5
"""2021-02-25T04:24:33.321Z""",-0.07,5.1
"""2021-02-25T04:24:39.393Z""",-0.08,5.1
"""2021-02-25T04:24:48.354Z""",-0.01,5
"""2021-02-25T04:24:57.394Z""",-0.01,5
"""2021-02-25T04:25:06.393Z""",-0.01,5
"""2021-02-25T04:25:15.359Z""",-0.01,5
"""2021-02-25T04:25:21.369Z""",-0.04,5
"""2021-02-25T04:25:27.367Z""",-0.01,5
"""2021-02-25T04:25:34.110Z""",-0.01,5
"""2021-02-25T04:25:42.362Z""",-0.01,5
"""2021-02-25T04:25:51.442Z""",-0.01,5
"""2021-02-25T04:25:57.343Z""",-0.01,5
"""2021-02-25T04:26:04.474Z""",0,5
"""2021-02-25T04:26:10.502Z""",0,5
"""2021-02-25T04:26:19.503Z""",0,5
"""2021-02-25T04:26:25.438Z""",0.02,5
"""2021-02-25T04:26:31.341Z""",0,5
"""2021-02-25T04:26:40.424Z""",0,5
"""2021-02-25T04:26:48.447Z""",-0.16,5.5
"""2021-02-25T04:26:54.438Z""",-0.16,5.5
"""2021-02-25T04:27:03.358Z""",-0.14,5.4
"""2021-02-25T04:27:09.404Z""",-0.14,5.4
"""2021-02-25T04:27:18.392Z""",-0.14,5.4
"""2021-02-25T04:27:27.520Z""",-0.14,5.4
"""2021-02-25T04:27:33.443Z""",-0.14,5.4
"""2021-02-25T04:27:39.459Z""",-0.17,5.6
"""2021-02-25T04:27:48.501Z""",-0.14,5.4
"""2021-02-25T04:27:54.470Z""",-0.17,5.6
"""2021-02-25T04:28:00.452Z""",-0.17,5.6
"""2021-02-25T04:28:09.725Z""",-0.18,5.6
"""2021-02-25T04:28:18.435Z""",-0.18,5.6
"""2021-02-25T04:28:24.456Z""",-0.18,5.7
"""2021-02-25T04:28:33.453Z""",-0.18,5.7
"""2021-02-25T04:28:42.400Z""",-0.18,5.7
"""2021-02-25T04:28:48.387Z""",-0.18,5.7
"""2021-02-25T04:28:57.416Z""",-0.18,5.7
"""2021-02-25T04:29:06.437Z""",-0.18,5.7
"""2021-02-25T04:29:13.506Z""",-0.22,6
"""2021-02-25T04:29:22.443Z""",-0.18,5.7
"""2021-02-25T04:29:31.521Z""",-0.18,5.7
"""2021-02-25T04:29:37.508Z""",-0.19,5.7
"""2021-02-25T04:29:46.668Z""",-0.19,5.7
"""2021-02-25T04:29:52.517Z""",-0.19,5.7
"""2021-02-25T04:30:01.484Z""",-0.19,5.7
"""2021-02-25T04:30:10.499Z""",-0.19,5.7
"""2021-02-25T04:30:16.522Z""",-0.19,5.7
"""2021-02-25T04:30:25.534Z""",0,5
"""2021-02-25T04:30:31.508Z""",0,5
"""2021-02-25T04:30:37.505Z""",0,5
"""2021-02-25T04:30:46.578Z""",0,5
"""2021-02-25T04:30:51.476Z""",-0.03,5
"""2021-02-25T04:30:57.509Z""",-0.03,5
"""2021-02-25T04:31:04.510Z""",0,5
"""2021-02-25T04:31:11.115Z""",-0.02,5
"""2021-02-25T04:31:16.520Z""",0.01,5
"""2021-02-25T04:31:25.683Z""",0.01,5
"""2021-02-25T04:31:33.534Z""",-0.02,5
"""2021-02-25T04:31:42.576Z""",-0.02,5
"""2021-02-25T04:31:49.541Z""",0.02,5
"""2021-02-25T04:31:58.670Z""",0.02,5
"""2021-02-25T04:32:07.639Z""",0.02,5
"""2021-02-25T04:32:13.505Z""",0.02,5
"""2021-02-25T04:32:22.541Z""",0.02,5
"""2021-02-25T04:32:28.674Z""",0.02,5
"""2021-02-25T04:32:37.624Z""",0.02,5
"""2021-02-25T04:32:43.557Z""",0.02,5
"""2021-02-25T04:32:49.574Z""",0.02,5
"""2021-02-25T04:32:55.607Z""",0.02,5
"""2021-02-25T04:33:04.499Z""",0.02,5
"""2021-02-25T04:33:12.501Z""",0.03,5
"""2021-02-25T04:33:18.518Z""",0.03,5
"""2021-02-25T04:33:27.492Z""",0.03,5
"""2021-02-25T04:33:36.668Z""",0.03,5
"""2021-02-25T04:33:42.574Z""",0.09,5.2
"""2021-02-25T04:33:51.574Z""",0.03,5
"""2021-02-25T04:33:57.503Z""",0.03,5
"""2021-02-25T04:34:06.496Z""",0.09,5.2
"""2021-02-25T04:34:15.480Z""",0.05,5
"""2021-02-25T04:34:21.505Z""",0.09,5.2
"""2021-02-25T04:34:30.541Z""",0.1,5.2
"""2021-02-25T04:34:39.599Z""",0.1,5.2
"""2021-02-25T04:34:45.529Z""",0.1,5.2
"""2021-02-25T04:34:51.616Z""",0.06,5.1
"""2021-02-25T04:34:57.531Z""",0.1,5.2
"""2021-02-25T04:35:03.525Z""",0.1,5.2
"""2021-02-25T04:35:09.696Z""",0.1,5.2
"""2021-02-25T04:35:18.622Z""",0.1,5.2
"""2021-02-25T04:35:24.544Z""",0.1,5.2
"""2021-02-25T04:35:33.548Z""",0.12,5.3
"""2021-02-25T04:35:42.561Z""",0.1,5.2
"""2021-02-25T04:35:48.615Z""",0.1,5.2
"""2021-02-25T04:35:54.775Z""",0.1,5.2
"""2021-02-25T04:36:03.640Z""",0.1,5.2
"""2021-02-25T04:36:09.578Z""",0.1,5.2
"""2021-02-25T04:36:18.846Z""",0.1,5.2
"""2021-02-25T04:36:27.656Z""",0.1,5.2
"""2021-02-25T04:36:36.589Z""",0.13,5.4
"""2021-02-25T04:36:42.589Z""",0.12,5.3
"""2021-02-25T04:36:48.694Z""",0.17,5.6
"""2021-02-25T04:36:57.696Z""",0.12,5.3
"""2021-02-25T04:37:03.679Z""",0.17,5.6
"""2021-02-25T04:37:12.726Z""",0.13,5.4
"""2021-02-25T04:37:21.603Z""",0.13,5.4
"""2021-02-25T04:37:27.556Z""",0.16,5.5
"""2021-02-25T04:37:33.657Z""",0.13,5.4
"""2021-02-25T04:37:39.572Z""",0.13,5.4
"""2021-02-25T04:37:45.553Z""",0.13,5.4
"""2021-02-25T04:37:51.599Z""",0.13,5.4
"""2021-02-25T04:37:57.581Z""",0.13,5.4
"""2021-02-25T04:38:03.618Z""",0.13,5.4
"""2021-02-25T04:38:09.709Z""",0.13,5.4
"""2021-02-25T04:38:18.614Z""",0.17,5.6
"""2021-02-25T04:38:24.646Z""",0.2,5.8
"""2021-02-25T04:38:33.617Z""",0.2,5.8
"""2021-02-25T04:38:39.579Z""",0.2,5.8
"""2021-02-25T04:38:48.597Z""",0.16,5.5
"""2021-02-25T04:38:54.726Z""",0.16,5.5
"""2021-02-25T04:39:03.629Z""",0.2,5.8
"""2021-02-25T04:39:12.662Z""",0.2,5.8
"""2021-02-25T04:39:21.650Z""",0.13,5.4
"""2021-02-25T04:39:27.672Z""",0.2,5.8
"""2021-02-25T04:39:36.763Z""",0.21,5.9
"""2021-02-25T04:39:42.850Z""",0.2,5.8
"""2021-02-25T04:39:51.685Z""",0.2,5.8
"""2021-02-25T04:40:00.622Z""",0.21,5.9
"""2021-02-25T04:40:06.730Z""",0.21,5.9
"""2021-02-25T04:40:15.625Z""",0.23,6.1
"""2021-02-25T04:40:23.577Z""",0.51,10.4
"""2021-02-25T04:40:32.578Z""",0.51,10.4
"""2021-02-25T04:40:38.591Z""",0.51,10.5
"""2021-02-25T04:40:47.573Z""",0.55,11.2
"""2021-02-25T04:40:53.921Z""",0.51,10.4
"""2021-02-25T04:41:02.874Z""",0.51,10.4
"""2021-02-25T04:41:08.853Z""",0.51,10.4
"""2021-02-25T04:41:18.947Z""",0.51,10.4
"""2021-02-25T04:41:26.953Z""",0.51,10.3
"""2021-02-25T04:41:36.880Z""",0.53,11
"""2021-02-25T04:41:41.590Z""",0.5,10.3
"""2021-02-25T04:41:51.761Z""",0.54,11.1
"""2021-02-25T04:41:57.862Z""",0.54,11.1
"""2021-02-25T04:42:02.559Z""",0.54,11.1
"""2021-02-25T04:42:09.127Z""",0.54,11.1
"""2021-02-25T04:42:17.749Z""",0.54,11.1
"""2021-02-25T04:42:23.924Z""",0.54,11.1
"""2021-02-25T04:42:30.881Z""",0.54,11.1
"""2021-02-25T04:42:38.657Z""",0.54,11.1
"""2021-02-25T04:42:47.600Z""",0.54,11.1
"""2021-02-25T04:42:53.582Z""",0.54,11.1
"""2021-02-25T04:43:02.860Z""",0.54,11.1
"""2021-02-25T04:43:08.586Z""",0.54,11.1
"""2021-02-25T04:43:17.620Z""",0.54,11.1
"""2021-02-25T04:43:23.642Z""",0.54,11.1
"""2021-02-25T04:43:32.646Z""",0.54,11.1
"""2021-02-25T04:43:38.602Z""",0.54,11
"""2021-02-25T04:43:47.651Z""",0.57,11.9
"""2021-02-25T04:43:53.651Z""",0.54,11.1
"""2021-02-25T04:44:02.635Z""",0.54,11.1
"""2021-02-25T04:44:08.655Z""",0.57,11.9
"""2021-02-25T04:44:17.651Z""",0.57,11.7
"""2021-02-25T04:44:26.622Z""",0.57,11.9
"""2021-02-25T04:44:32.662Z""",0.57,11.9
"""2021-02-25T04:44:41.650Z""",0.57,11.9
"""2021-02-25T04:44:47.635Z""",0.57,11.9
"""2021-02-25T04:44:53.658Z""",0.57,11.9
"""2021-02-25T04:45:02.610Z""",0.57,11.9
"""2021-02-25T04:45:11.642Z""",0.56,11.6
"""2021-02-25T04:45:20.616Z""",0.57,11.9
"""2021-02-25T04:45:26.698Z""",0.57,11.9
"""2021-02-25T04:45:35.636Z""",0.57,11.9
"""2021-02-25T04:45:44.635Z""",0.57,11.9
"""2021-02-25T04:45:50.660Z""",0.57,11.9
"""2021-02-25T04:45:59.670Z""",0.61,12.8
"""2021-02-25T04:46:05.643Z""",0.61,12.8
"""2021-02-25T04:46:11.706Z""",0.61,12.8
"""2021-02-25T04:46:20.662Z""",0.57,11.9
"""2021-02-25T04:46:26.686Z""",0.61,12.8
"""2021-02-25T04:46:32.688Z""",0.6,12.5
"""2021-02-25T04:46:41.660Z""",0.61,12.8
"""2021-02-25T04:46:47.678Z""",0.61,12.8
"""2021-02-25T04:46:53.663Z""",0.61,12.8
"""2021-02-25T04:47:02.704Z""",0.6,12.5
"""2021-02-25T04:47:08.700Z""",0.61,12.8
"""2021-02-25T04:47:17.684Z""",0.61,12.8
"""2021-02-25T04:47:23.734Z""",0.61,12.8
"""2021-02-25T04:47:29.705Z""",0.61,12.8
"""2021-02-25T04:47:38.705Z""",0.61,12.8
"""2021-02-25T04:47:44.677Z""",0.61,12.8
"""2021-02-25T04:47:50.718Z""",0.61,12.8
"""2021-02-25T04:47:56.690Z""",0.61,12.8
"""2021-02-25T04:48:05.720Z""",0.61,12.8
"""2021-02-25T04:48:11.730Z""",0.61,12.8
"""2021-02-25T04:48:20.694Z""",0.6,12.5
"""2021-02-25T04:48:29.703Z""",0.61,12.8
"""2021-02-25T04:48:35.701Z""",0.61,12.7
"""2021-02-25T04:48:44.702Z""",0.61,12.7
"""2021-02-25T04:48:50.748Z""",0.61,12.7
"""2021-02-25T04:48:56.720Z""",0.61,12.7
"""2021-02-25T04:49:05.755Z""",0.64,13.7
"""2021-02-25T04:49:11.723Z""",0.64,13.5
"""2021-02-25T04:49:20.721Z""",0.64,13.7
"""2021-02-25T04:49:29.686Z""",0.64,13.7
"""2021-02-25T04:49:35.708Z""",0.64,13.7
"""2021-02-25T04:49:44.846Z""",0.63,13.4
"""2021-02-25T04:49:50.766Z""",0.64,13.7
"""2021-02-25T04:49:56.762Z""",0.64,13.7
"""2021-02-25T04:50:05.713Z""",0.64,13.7
"""2021-02-25T04:50:11.753Z""",0.65,13.8
"""2021-02-25T04:50:20.742Z""",0.64,13.7
"""2021-02-25T04:50:33.093Z""",0.14,5.4
"""2021-02-25T04:50:38.020Z""",0.14,5.4
"""2021-02-25T04:50:44.347Z""",0.14,5.4
"""2021-02-25T04:50:50.327Z""",0.14,5.4
"""2021-02-25T04:50:56.403Z""",0.14,5.4
"""2021-02-25T04:51:05.170Z""",0.13,5.3
"""2021-02-25T04:51:13.975Z""",0.14,5.4
"""2021-02-25T04:51:23.158Z""",0.11,5.3
"""2021-02-25T04:51:29.279Z""",0.11,5.2
"""2021-02-25T04:51:38.858Z""",0.13,5.3
"""2021-02-25T04:51:47.185Z""",0.11,5.2
"""2021-02-25T04:51:52.876Z""",0.13,5.3
"""2021-02-25T04:51:58.974Z""",0.13,5.3
"""2021-02-25T04:52:05.037Z""",0.13,5.3
"""2021-02-25T04:52:13.985Z""",0.13,5.3
"""2021-02-25T04:52:18.911Z""",0.1,5.2
"""2021-02-25T04:52:24.966Z""",0.06,5.1
"""2021-02-25T04:52:33.943Z""",0.1,5.2
