time,T_Luar,H_Luar
"""2021-02-25T02:44:37.913Z""",29.6,90.1
"""2021-02-25T02:44:40.920Z""",29.6,90.1
"""2021-02-25T02:44:43.916Z""",29.6,90.1
"""2021-02-25T02:44:46.916Z""",29.6,90.1
"""2021-02-25T02:44:49.919Z""",29.6,89
"""2021-02-25T02:44:52.908Z""",29.6,90.1
"""2021-02-25T02:44:55.914Z""",29.6,90.1
"""2021-02-25T02:44:58.911Z""",29.6,90.1
"""2021-02-25T02:45:01.906Z""",29.6,90.1
"""2021-02-25T02:45:04.911Z""",29.6,90.1
"""2021-02-25T02:45:07.908Z""",29.6,89.1
"""2021-02-25T02:45:10.905Z""",29.6,90.1
"""2021-02-25T02:45:13.906Z""",29.5,90.1
"""2021-02-25T02:45:16.904Z""",29.5,90.1
"""2021-02-25T02:45:19.905Z""",29.5,90.1
"""2021-02-25T02:45:22.904Z""",29.5,90.1
"""2021-02-25T02:45:25.913Z""",29.5,89.5
"""2021-02-25T02:45:28.904Z""",29.5,90.2
"""2021-02-25T02:45:31.904Z""",29.6,90.2
"""2021-02-25T02:45:34.905Z""",29.5,90.1
"""2021-02-25T02:45:37.911Z""",29.6,90.2
"""2021-02-25T02:45:40.904Z""",29.5,89
"""2021-02-25T02:45:43.909Z""",29.6,89.1
"""2021-02-25T02:45:46.905Z""",29.5,90.1
"""2021-02-25T02:45:49.905Z""",29.6,90.2
"""2021-02-25T02:45:52.905Z""",29.5,90.1
"""2021-02-25T02:45:55.907Z""",29.5,89.6
"""2021-02-25T02:45:58.905Z""",29.5,90.2
"""2021-02-25T02:46:01.904Z""",29.5,89.1
"""2021-02-25T02:46:04.904Z""",29.5,90.2
"""2021-02-25T02:46:07.912Z""",29.5,90.2
"""2021-02-25T02:46:10.916Z""",29.5,89.2
"""2021-02-25T02:46:13.904Z""",29.6,90.2
"""2021-02-25T02:46:16.908Z""",29.5,90.2
"""2021-02-25T02:46:19.910Z""",29.5,90.2
"""2021-02-25T02:46:22.907Z""",29.5,89.2
"""2021-02-25T02:46:25.904Z""",29.5,90.2
"""2021-02-25T02:46:28.910Z""",29.6,90.2
"""2021-02-25T02:46:31.905Z""",29.5,90.1
"""2021-02-25T02:46:34.905Z""",29.6,90.2
"""2021-02-25T02:46:37.905Z""",29.5,90.2
"""2021-02-25T02:46:40.907Z""",29.5,89.1
"""2021-02-25T02:46:43.903Z""",29.5,90.2
"""2021-02-25T02:46:46.906Z""",29.5,89.6
"""2021-02-25T02:46:49.906Z""",29.6,90.2
"""2021-02-25T02:46:52.908Z""",29.5,89.1
"""2021-02-25T02:46:55.907Z""",29.6,90.2
"""2021-02-25T02:46:58.905Z""",29.5,89.2
"""2021-02-25T02:47:01.908Z""",29.5,90.2
"""2021-02-25T02:47:04.908Z""",29.6,90.2
"""2021-02-25T02:47:07.907Z""",29.6,90.2
"""2021-02-25T02:47:10.908Z""",29.6,89.1
"""2021-02-25T02:47:13.905Z""",29.6,90.2
"""2021-02-25T02:47:16.907Z""",29.6,89.7
"""2021-02-25T02:47:19.906Z""",29.6,89.2
"""2021-02-25T02:47:22.911Z""",29.6,89.2
"""2021-02-25T02:47:25.905Z""",29.6,90.2
"""2021-02-25T02:47:28.905Z""",29.6,89.3
"""2021-02-25T02:47:31.909Z""",29.6,90.2
"""2021-02-25T02:47:34.904Z""",29.6,90.2
"""2021-02-25T02:47:37.904Z""",29.6,90.3
"""2021-02-25T02:47:40.907Z""",29.6,89.7
"""2021-02-25T02:47:43.906Z""",29.6,90.4
"""2021-02-25T02:47:46.906Z""",29.6,90.4
"""2021-02-25T02:47:49.907Z""",29.6,90.4
"""2021-02-25T02:47:52.906Z""",29.7,90.4
"""2021-02-25T02:47:55.905Z""",29.7,90.4
"""2021-02-25T02:47:58.906Z""",29.7,90.4
"""2021-02-25T02:48:01.903Z""",29.7,90.4
"""2021-02-25T02:48:04.904Z""",29.7,90.4
"""2021-02-25T02:48:07.907Z""",29.7,90
"""2021-02-25T02:48:10.906Z""",29.7,90.4
"""2021-02-25T02:48:13.905Z""",29.7,90.3
"""2021-02-25T02:48:16.904Z""",29.7,89.4
"""2021-02-25T02:48:19.905Z""",29.7,90.3
"""2021-02-25T02:48:22.903Z""",29.7,90.2
"""2021-02-25T02:48:25.905Z""",29.7,90.2
"""2021-02-25T02:48:28.907Z""",29.7,89.1
"""2021-02-25T02:48:31.904Z""",29.8,90.2
"""2021-02-25T02:48:34.904Z""",29.8,90.2
"""2021-02-25T02:48:37.903Z""",29.8,89.6
"""2021-02-25T02:48:40.905Z""",29.8,90.2
"""2021-02-25T02:48:43.907Z""",29.8,90.2
"""2021-02-25T02:48:46.906Z""",29.8,90.2
"""2021-02-25T02:48:49.904Z""",29.8,90.2
"""2021-02-25T02:48:52.905Z""",29.8,89.1
"""2021-02-25T02:48:55.911Z""",29.8,90.1
"""2021-02-25T02:48:58.925Z""",29.8,90.1
"""2021-02-25T02:49:01.907Z""",29.8,90.2
"""2021-02-25T02:49:04.904Z""",29.8,89.1
"""2021-02-25T02:49:07.903Z""",29.8,90.2
"""2021-02-25T02:49:10.907Z""",29.8,90.2
"""2021-02-25T02:49:13.905Z""",29.8,90.2
"""2021-02-25T02:49:16.903Z""",29.9,90.2
"""2021-02-25T02:49:19.906Z""",29.9,89.3
"""2021-02-25T02:49:22.904Z""",29.9,89.7
"""2021-02-25T02:49:25.903Z""",29.9,90.2
"""2021-02-25T02:49:28.907Z""",29.9,89.7
"""2021-02-25T02:49:31.903Z""",29.9,90.2
"""2021-02-25T02:49:34.903Z""",29.9,90.2
"""2021-02-25T02:49:37.904Z""",29.9,89.3
"""2021-02-25T02:49:40.910Z""",29.9,89.1
"""2021-02-25T02:49:43.906Z""",29.9,90.2
"""2021-02-25T02:49:46.903Z""",29.9,89
"""2021-02-25T02:49:49.902Z""",29.9,90.1
"""2021-02-25T02:49:52.904Z""",29.9,90.1
"""2021-02-25T02:49:55.911Z""",30,88.9
"""2021-02-25T02:49:58.904Z""",30,89.1
"""2021-02-25T02:50:01.904Z""",30,89.9
"""2021-02-25T02:50:04.903Z""",30,89.8
"""2021-02-25T02:50:07.912Z""",30,89.6
"""2021-02-25T02:50:10.905Z""",30,88.2
"""2021-02-25T02:50:13.902Z""",29.9,89.3
"""2021-02-25T02:50:16.903Z""",29.9,88
"""2021-02-25T02:50:19.903Z""",29.9,89.3
"""2021-02-25T02:50:22.903Z""",29.9,89.3
"""2021-02-25T02:50:25.902Z""",29.9,89.3
"""2021-02-25T02:50:28.905Z""",29.9,89.3
"""2021-02-25T02:50:31.904Z""",29.9,89.2
"""2021-02-25T02:50:35.092Z""",29.9,89.3
"""2021-02-25T02:50:37.902Z""",29.9,88.1
"""2021-02-25T02:50:40.902Z""",29.9,89.3
"""2021-02-25T02:50:43.908Z""",29.9,89.4
"""2021-02-25T02:50:46.904Z""",29.9,89.5
"""2021-02-25T02:50:49.905Z""",29.9,88.7
"""2021-02-25T02:50:52.903Z""",29.9,89.5
"""2021-02-25T02:50:55.903Z""",30,88.3
"""2021-02-25T02:50:58.905Z""",30,88.3
"""2021-02-25T02:51:01.904Z""",30,89.6
"""2021-02-25T02:51:04.902Z""",30,89.7
"""2021-02-25T02:51:07.906Z""",30,89.6
"""2021-02-25T02:51:10.906Z""",30,89.6
"""2021-02-25T02:51:13.902Z""",30,89.4
"""2021-02-25T02:51:16.902Z""",30,88.1
"""2021-02-25T02:51:19.903Z""",30,88.4
"""2021-02-25T02:51:22.902Z""",30,89.3
"""2021-02-25T02:51:25.910Z""",29.9,89.2
"""2021-02-25T02:51:28.904Z""",29.9,89.1
"""2021-02-25T02:51:31.912Z""",29.9,87.9
"""2021-02-25T02:51:34.902Z""",29.9,89.2
"""2021-02-25T02:51:37.904Z""",29.9,89.2
"""2021-02-25T02:51:40.911Z""",29.9,89.2
"""2021-02-25T02:51:43.902Z""",29.9,89.2
"""2021-02-25T02:51:46.902Z""",29.9,88
"""2021-02-25T02:51:49.902Z""",29.9,89.3
"""2021-02-25T02:51:52.903Z""",29.9,89.4
"""2021-02-25T02:51:55.911Z""",29.9,89.4
"""2021-02-25T02:51:58.904Z""",29.9,89.8
"""2021-02-25T02:52:01.904Z""",29.9,90
"""2021-02-25T02:52:04.909Z""",29.9,90
"""2021-02-25T02:52:07.911Z""",30,89.8
"""2021-02-25T02:52:10.904Z""",30,89.3
"""2021-02-25T02:52:13.906Z""",30,89.5
"""2021-02-25T02:52:16.904Z""",30,89.5
"""2021-02-25T02:52:19.902Z""",30,89.7
"""2021-02-25T02:52:22.903Z""",30,88.9
"""2021-02-25T02:52:25.904Z""",29.9,89.7
"""2021-02-25T02:52:28.902Z""",30,89.8
"""2021-02-25T02:52:31.903Z""",30,89.8
"""2021-02-25T02:52:34.902Z""",29.9,89
"""2021-02-25T02:52:37.902Z""",30,89.9
"""2021-02-25T02:52:40.909Z""",29.9,89.1
"""2021-02-25T02:52:43.908Z""",30,89.9
"""2021-02-25T02:52:46.906Z""",30,90
"""2021-02-25T02:52:49.902Z""",30,90
"""2021-02-25T02:52:52.902Z""",30,90
"""2021-02-25T02:52:55.903Z""",30,90
"""2021-02-25T02:52:58.900Z""",30,90
"""2021-02-25T02:53:01.905Z""",30,89.2
"""2021-02-25T02:53:04.902Z""",30,88.7
"""2021-02-25T02:53:07.906Z""",30,89.9
"""2021-02-25T02:53:10.901Z""",30,88.6
"""2021-02-25T02:53:13.902Z""",30,89.6
"""2021-02-25T02:53:16.901Z""",30,89.6
"""2021-02-25T02:53:19.902Z""",30,89.6
"""2021-02-25T02:53:22.901Z""",30,88.6
"""2021-02-25T02:53:25.902Z""",30,89.3
"""2021-02-25T02:53:28.904Z""",30,89.3
"""2021-02-25T02:53:31.905Z""",30,88.4
"""2021-02-25T02:53:34.904Z""",30,89.3
"""2021-02-25T02:53:37.905Z""",30,89.2
"""2021-02-25T02:53:40.903Z""",30,89.2
"""2021-02-25T02:53:43.905Z""",30,87.9
"""2021-02-25T02:53:46.903Z""",29.9,89.1
"""2021-02-25T02:53:49.904Z""",29.9,89.1
"""2021-02-25T02:53:52.902Z""",29.9,89.2
"""2021-02-25T02:53:55.901Z""",29.9,89.2
"""2021-02-25T02:53:58.902Z""",29.9,88
"""2021-02-25T02:54:01.903Z""",29.9,88.6
"""2021-02-25T02:54:04.903Z""",29.9,89.4
"""2021-02-25T02:54:07.909Z""",29.9,89.4
"""2021-02-25T02:54:10.903Z""",29.9,88.2
"""2021-02-25T02:54:13.902Z""",29.8,89.4
"""2021-02-25T02:54:16.903Z""",29.8,89.3
"""2021-02-25T02:54:19.902Z""",29.8,88.5
"""2021-02-25T02:54:22.902Z""",29.8,89.1
"""2021-02-25T02:54:25.903Z""",29.8,88.7
"""2021-02-25T02:54:28.904Z""",29.8,88.5
"""2021-02-25T02:54:31.903Z""",29.8,88.1
"""2021-02-25T02:54:34.903Z""",29.8,88.7
"""2021-02-25T02:54:37.902Z""",29.8,89.5
"""2021-02-25T02:54:40.902Z""",29.8,88.3
"""2021-02-25T02:54:43.902Z""",29.8,89.6
"""2021-02-25T02:54:46.905Z""",29.8,89.6
"""2021-02-25T02:54:49.903Z""",29.8,89.6
"""2021-02-25T02:54:52.906Z""",29.8,89.1
"""2021-02-25T02:54:55.905Z""",29.8,89.8
"""2021-02-25T02:54:58.901Z""",29.8,88.6
"""2021-02-25T02:55:01.902Z""",29.8,89.9
"""2021-02-25T02:55:04.902Z""",29.8,89.1
"""2021-02-25T02:55:07.910Z""",29.8,89.9
"""2021-02-25T02:55:10.901Z""",29.8,89.9
"""2021-02-25T02:55:13.903Z""",29.8,89.8
"""2021-02-25T02:55:16.901Z""",29.8,89.7
"""2021-02-25T02:55:19.904Z""",29.8,89.6
"""2021-02-25T02:55:22.901Z""",29.8,88.9
"""2021-02-25T02:55:25.905Z""",29.8,89.6
"""2021-02-25T02:55:28.901Z""",29.8,89.6
"""2021-02-25T02:55:31.901Z""",29.8,88.3
"""2021-02-25T02:55:34.905Z""",29.8,89.6
"""2021-02-25T02:55:37.901Z""",29.7,88.7
"""2021-02-25T02:55:40.901Z""",29.7,88.7
"""2021-02-25T02:55:43.901Z""",29.7,88.8
"""2021-02-25T02:55:46.903Z""",29.7,89.6
"""2021-02-25T02:55:49.902Z""",29.7,88.4
"""2021-02-25T02:55:52.901Z""",29.7,88.4
"""2021-02-25T02:55:55.904Z""",29.6,89.7
"""2021-02-25T02:55:58.900Z""",29.7,89.7
"""2021-02-25T02:56:01.910Z""",29.7,88.5
"""2021-02-25T02:56:04.905Z""",29.7,88.6
"""2021-02-25T02:56:07.912Z""",29.7,90
"""2021-02-25T02:56:10.901Z""",29.7,89.9
"""2021-02-25T02:56:13.903Z""",29.7,89.1
"""2021-02-25T02:56:16.903Z""",29.7,90
"""2021-02-25T02:56:19.903Z""",29.7,89.9
"""2021-02-25T02:56:22.902Z""",29.7,90
"""2021-02-25T02:56:25.901Z""",29.7,90
"""2021-02-25T02:56:28.901Z""",29.7,90.1
"""2021-02-25T02:56:31.913Z""",29.7,90.1
"""2021-02-25T02:56:34.900Z""",29.7,90
"""2021-02-25T02:56:37.900Z""",29.7,90.1
"""2021-02-25T02:56:40.905Z""",29.7,89.5
"""2021-02-25T02:56:43.901Z""",29.7,89.7
"""2021-02-25T02:56:46.900Z""",29.7,90.2
"""2021-02-25T02:56:49.900Z""",29.7,90.2
"""2021-02-25T02:56:52.911Z""",29.7,89.7
"""2021-02-25T02:56:55.903Z""",29.7,90.2
"""2021-02-25T02:56:58.903Z""",29.7,90.2
"""2021-02-25T02:57:01.915Z""",29.7,90.2
"""2021-02-25T02:57:04.901Z""",29.7,90.1
"""2021-02-25T02:57:07.900Z""",29.7,90.2
"""2021-02-25T02:57:10.902Z""",29.7,90.2
"""2021-02-25T02:57:13.903Z""",29.7,89.1
"""2021-02-25T02:57:16.902Z""",29.7,90.2
"""2021-02-25T02:57:19.905Z""",29.7,89.1
"""2021-02-25T02:57:22.907Z""",29.8,90.2
"""2021-02-25T02:57:25.902Z""",29.8,90.1
"""2021-02-25T02:57:28.901Z""",29.8,89.5
"""2021-02-25T02:57:31.900Z""",29.8,89.5
"""2021-02-25T02:57:34.902Z""",29.8,90
"""2021-02-25T02:57:37.900Z""",29.8,90.2
"""2021-02-25T02:57:40.902Z""",29.8,90.2
"""2021-02-25T02:57:43.902Z""",29.8,90.2
"""2021-02-25T02:57:46.901Z""",29.8,90.2
"""2021-02-25T02:57:49.903Z""",29.8,89.6
"""2021-02-25T02:57:52.910Z""",29.8,89
"""2021-02-25T02:57:55.899Z""",29.8,88.8
"""2021-02-25T02:57:58.904Z""",29.8,89.8
"""2021-02-25T02:58:01.902Z""",29.8,89.9
"""2021-02-25T02:58:04.902Z""",29.8,89.3
"""2021-02-25T02:58:07.901Z""",29.8,89.8
"""2021-02-25T02:58:10.902Z""",29.8,89.9
"""2021-02-25T02:58:13.902Z""",29.8,89.9
"""2021-02-25T02:58:16.899Z""",29.8,89.9
"""2021-02-25T02:58:19.907Z""",29.8,89.9
"""2021-02-25T02:58:22.912Z""",29.8,89.9
"""2021-02-25T02:58:25.900Z""",29.8,89.8
"""2021-02-25T02:58:28.904Z""",29.8,89.8
"""2021-02-25T02:58:31.902Z""",29.8,89.8
"""2021-02-25T02:58:34.907Z""",29.8,89.8
"""2021-02-25T02:58:37.900Z""",29.8,89.7
"""2021-02-25T02:58:40.907Z""",29.8,89.7
"""2021-02-25T02:58:43.907Z""",29.8,89.6
"""2021-02-25T02:58:46.902Z""",29.8,89.6
"""2021-02-25T02:58:49.904Z""",29.8,89.7
"""2021-02-25T02:58:52.901Z""",29.8,89.8
"""2021-02-25T02:58:55.904Z""",29.8,89.3
"""2021-02-25T02:58:58.905Z""",29.8,89.8
"""2021-02-25T02:59:01.901Z""",29.9,90
"""2021-02-25T02:59:04.904Z""",29.8,89.9
"""2021-02-25T02:59:07.900Z""",29.8,89.8
"""2021-02-25T02:59:10.903Z""",29.9,89.9
"""2021-02-25T02:59:13.914Z""",29.8,88.5
"""2021-02-25T02:59:16.900Z""",29.8,88.6
"""2021-02-25T02:59:19.906Z""",29.9,89.8
"""2021-02-25T02:59:22.910Z""",29.8,89.8
"""2021-02-25T02:59:25.899Z""",29.9,89.3
"""2021-02-25T02:59:28.910Z""",29.9,89.8
"""2021-02-25T02:59:31.905Z""",29.9,88.5
"""2021-02-25T02:59:34.900Z""",29.9,89
"""2021-02-25T02:59:37.900Z""",29.9,90
"""2021-02-25T02:59:40.908Z""",29.9,90
"""2021-02-25T02:59:43.912Z""",29.9,89.9
"""2021-02-25T02:59:46.900Z""",29.9,89.9
"""2021-02-25T02:59:49.904Z""",29.9,90
"""2021-02-25T02:59:52.901Z""",29.9,90
"""2021-02-25T02:59:55.899Z""",29.9,90
"""2021-02-25T02:59:58.914Z""",29.9,90
"""2021-02-25T03:00:01.904Z""",29.9,90
"""2021-02-25T03:00:04.911Z""",29.9,90
"""2021-02-25T03:00:07.911Z""",29.9,89.9
"""2021-02-25T03:00:10.904Z""",29.9,90
"""2021-02-25T03:00:13.903Z""",29.9,89.9
"""2021-02-25T03:00:16.903Z""",29.9,89.2
"""2021-02-25T03:00:19.905Z""",29.9,89.8
"""2021-02-25T03:00:22.903Z""",29.9,89.7
"""2021-02-25T03:00:25.902Z""",29.9,88.4
"""2021-02-25T03:00:28.901Z""",29.9,89.5
"""2021-02-25T03:00:31.903Z""",29.9,89.6
"""2021-02-25T03:00:34.918Z""",29.9,89.6
"""2021-02-25T03:00:37.901Z""",29.9,89.5
"""2021-02-25T03:00:40.947Z""",29.9,89.7
"""2021-02-25T03:00:43.906Z""",29.9,89.2
"""2021-02-25T03:00:46.902Z""",29.9,89.2
"""2021-02-25T03:00:49.907Z""",29.9,89.9
"""2021-02-25T03:00:52.901Z""",29.9,88.6
"""2021-02-25T03:00:55.904Z""",29.9,88.6
"""2021-02-25T03:00:58.904Z""",29.9,89.9
"""2021-02-25T03:01:01.902Z""",29.9,89.9
"""2021-02-25T03:01:04.903Z""",29.9,89.9
"""2021-02-25T03:01:07.903Z""",29.9,88.6
"""2021-02-25T03:01:10.907Z""",29.9,88.7
"""2021-02-25T03:01:13.901Z""",29.9,90
"""2021-02-25T03:01:16.905Z""",29.9,90
"""2021-02-25T03:01:19.912Z""",30,90
"""2021-02-25T03:01:22.903Z""",30,90
"""2021-02-25T03:01:25.899Z""",30,89.9
"""2021-02-25T03:01:28.900Z""",30,89.8
"""2021-02-25T03:01:31.905Z""",30,89.8
"""2021-02-25T03:01:34.900Z""",30,89.6
"""2021-02-25T03:01:37.902Z""",30,89
"""2021-02-25T03:01:40.904Z""",30,89.6
"""2021-02-25T03:01:43.901Z""",30,89.6
"""2021-02-25T03:01:46.900Z""",30,89.6
"""2021-02-25T03:01:49.901Z""",30,89.6
"""2021-02-25T03:01:52.915Z""",30,88.3
"""2021-02-25T03:01:55.900Z""",30,88.3
"""2021-02-25T03:01:58.900Z""",30,89.6
"""2021-02-25T03:02:01.903Z""",30,89.4
"""2021-02-25T03:02:04.911Z""",30,89.3
"""2021-02-25T03:02:07.900Z""",30,87.9
"""2021-02-25T03:02:10.907Z""",29.9,89.1
"""2021-02-25T03:02:13.901Z""",29.9,89
"""2021-02-25T03:02:16.900Z""",29.9,89
"""2021-02-25T03:02:19.901Z""",29.9,89
"""2021-02-25T03:02:22.900Z""",29.9,89
"""2021-02-25T03:02:25.902Z""",29.9,89.1
"""2021-02-25T03:02:28.902Z""",29.9,87.8
"""2021-02-25T03:02:31.903Z""",29.9,89.1
"""2021-02-25T03:02:34.900Z""",29.9,89.2
"""2021-02-25T03:02:37.899Z""",29.9,89.2
"""2021-02-25T03:02:40.914Z""",29.9,89.3
"""2021-02-25T03:02:43.901Z""",29.9,89.3
"""2021-02-25T03:02:46.899Z""",29.9,88.1
"""2021-02-25T03:02:49.901Z""",29.9,88.2
"""2021-02-25T03:02:52.900Z""",29.9,89.5
"""2021-02-25T03:02:55.899Z""",29.9,89.5
"""2021-02-25T03:02:58.902Z""",29.9,88.7
"""2021-02-25T03:03:01.902Z""",29.9,89.7
"""2021-02-25T03:03:04.899Z""",29.9,89.9
"""2021-02-25T03:03:07.902Z""",29.9,89.9
"""2021-02-25T03:03:10.900Z""",29.9,88.5
"""2021-02-25T03:03:13.899Z""",29.9,89.9
"""2021-02-25T03:03:16.899Z""",29.9,89.8
"""2021-02-25T03:03:19.934Z""",29.9,89.9
"""2021-02-25T03:03:22.900Z""",29.9,89.9
"""2021-02-25T03:03:25.900Z""",29.9,89.7
"""2021-02-25T03:03:28.898Z""",29.9,88.8
"""2021-02-25T03:03:31.910Z""",29.9,88.4
"""2021-02-25T03:03:34.900Z""",29.9,89.7
"""2021-02-25T03:03:37.898Z""",29.9,89.7
"""2021-02-25T03:03:40.899Z""",29.9,89.8
"""2021-02-25T03:03:43.901Z""",29.9,89.9
"""2021-02-25T03:03:46.898Z""",29.9,90
"""2021-02-25T03:03:49.900Z""",29.9,89.9
"""2021-02-25T03:03:52.899Z""",29.9,89.8
"""2021-02-25T03:03:55.902Z""",29.9,89.7
"""2021-02-25T03:03:58.903Z""",29.9,88.3
"""2021-02-25T03:04:01.901Z""",29.9,89.7
"""2021-02-25T03:04:04.900Z""",30,88.4
"""2021-02-25T03:04:07.902Z""",30,89.7
"""2021-02-25T03:04:10.917Z""",30,89.8
"""2021-02-25T03:04:13.909Z""",30,89.8
"""2021-02-25T03:04:16.903Z""",30,88.5
"""2021-02-25T03:04:19.904Z""",30,89
"""2021-02-25T03:04:22.913Z""",30,89.9
"""2021-02-25T03:04:25.910Z""",30,89.9
"""2021-02-25T03:04:28.910Z""",30,88.5
"""2021-02-25T03:04:31.912Z""",30,88.7
"""2021-02-25T03:04:34.916Z""",30,90
"""2021-02-25T03:04:37.912Z""",30,90
"""2021-02-25T03:04:40.914Z""",30,88.6
"""2021-02-25T03:04:43.914Z""",30,88.2
"""2021-02-25T03:04:46.922Z""",30,89.6
"""2021-02-25T03:04:49.899Z""",30,88.7
"""2021-02-25T03:04:52.925Z""",30,88.2
"""2021-02-25T03:04:55.918Z""",30,89.3
"""2021-02-25T03:04:58.924Z""",30,89.2
"""2021-02-25T03:05:01.926Z""",30,89.1
"""2021-02-25T03:05:04.920Z""",30,89.1
"""2021-02-25T03:05:07.927Z""",30,87.7
"""2021-02-25T03:05:10.919Z""",30,87.6
"""2021-02-25T03:05:13.927Z""",30,88.9
"""2021-02-25T03:05:16.923Z""",30,89
"""2021-02-25T03:05:19.926Z""",30,89
"""2021-02-25T03:05:22.924Z""",30,89.1
"""2021-02-25T03:05:25.931Z""",30,87.7
"""2021-02-25T03:05:28.939Z""",30,87.7
"""2021-02-25T03:05:31.933Z""",30,87.8
"""2021-02-25T03:05:34.899Z""",30,89.2
"""2021-02-25T03:05:37.901Z""",30,89.2
"""2021-02-25T03:05:40.933Z""",30,88.4
"""2021-02-25T03:05:43.934Z""",30,89.3
"""2021-02-25T03:05:46.931Z""",30,89.4
"""2021-02-25T03:05:49.899Z""",30,88.2
"""2021-02-25T03:05:52.939Z""",30,89.6
"""2021-02-25T03:05:55.940Z""",30,88.3
"""2021-02-25T03:05:58.939Z""",30,88.3
"""2021-02-25T03:06:01.942Z""",30,89.6
"""2021-02-25T03:06:04.899Z""",30,88.3
"""2021-02-25T03:06:07.903Z""",30,89.6
"""2021-02-25T03:06:10.941Z""",30,88.8
"""2021-02-25T03:06:13.901Z""",30,89.5
"""2021-02-25T03:06:16.903Z""",30,88.4
"""2021-02-25T03:06:19.899Z""",30,89.7
"""2021-02-25T03:06:22.903Z""",30,88.3
"""2021-02-25T03:06:25.900Z""",30,89.6
"""2021-02-25T03:06:28.903Z""",30,89.6
"""2021-02-25T03:06:31.902Z""",30,89.4
"""2021-02-25T03:06:34.902Z""",30,89.4
"""2021-02-25T03:06:37.902Z""",30,89.3
"""2021-02-25T03:06:40.902Z""",30,89.2
"""2021-02-25T03:06:43.897Z""",30,87.8
"""2021-02-25T03:06:46.899Z""",30,89
"""2021-02-25T03:06:49.900Z""",30,87.6
"""2021-02-25T03:06:52.898Z""",30,87.6
"""2021-02-25T03:06:55.903Z""",30,88.9
"""2021-02-25T03:06:58.903Z""",30,89
"""2021-02-25T03:07:01.903Z""",30,88.1
"""2021-02-25T03:07:04.904Z""",29.9,87.7
"""2021-02-25T03:07:07.906Z""",29.9,89
"""2021-02-25T03:07:10.901Z""",29.9,89
"""2021-02-25T03:07:13.903Z""",29.9,89
"""2021-02-25T03:07:16.898Z""",29.9,89.1
"""2021-02-25T03:07:19.902Z""",29.9,87.7
"""2021-02-25T03:07:22.906Z""",29.9,87.7
"""2021-02-25T03:07:25.903Z""",29.9,89.1
"""2021-02-25T03:07:28.902Z""",29.9,87.9
"""2021-02-25T03:07:31.902Z""",29.9,88.3
"""2021-02-25T03:07:34.903Z""",29.9,89.1
"""2021-02-25T03:07:37.904Z""",29.9,87.9
"""2021-02-25T03:07:40.901Z""",29.8,89.1
"""2021-02-25T03:07:43.902Z""",29.8,89.1
"""2021-02-25T03:07:46.899Z""",29.9,89.3
"""2021-02-25T03:07:49.903Z""",29.8,89.2
"""2021-02-25T03:07:52.900Z""",29.8,89.2
"""2021-02-25T03:07:55.902Z""",29.9,89.4
"""2021-02-25T03:07:58.902Z""",29.8,88
"""2021-02-25T03:08:01.903Z""",29.8,89.4
"""2021-02-25T03:08:04.899Z""",29.8,89.4
"""2021-02-25T03:08:07.908Z""",29.8,88.1
"""2021-02-25T03:08:10.900Z""",29.8,88.1
"""2021-02-25T03:08:13.901Z""",29.8,89.4
"""2021-02-25T03:08:16.901Z""",29.8,89.4
"""2021-02-25T03:08:19.903Z""",29.8,89.5
"""2021-02-25T03:08:22.901Z""",29.8,88.6
"""2021-02-25T03:08:25.900Z""",29.8,88.3
"""2021-02-25T03:08:28.900Z""",29.8,89.7
"""2021-02-25T03:08:31.900Z""",29.8,89.8
"""2021-02-25T03:08:34.900Z""",29.8,89.7
"""2021-02-25T03:08:37.901Z""",29.8,88.3
"""2021-02-25T03:08:40.905Z""",29.8,89.7
"""2021-02-25T03:08:43.901Z""",29.8,88.4
"""2021-02-25T03:08:46.902Z""",29.8,89.8
"""2021-02-25T03:08:49.900Z""",29.8,89.8
"""2021-02-25T03:08:52.899Z""",29.8,89
"""2021-02-25T03:08:55.900Z""",29.8,88.6
"""2021-02-25T03:08:58.899Z""",29.8,89.8
"""2021-02-25T03:09:01.898Z""",29.8,89.8
"""2021-02-25T03:09:04.899Z""",29.8,89.8
"""2021-02-25T03:09:07.907Z""",29.8,89.7
"""2021-02-25T03:09:10.900Z""",29.8,88.5
"""2021-02-25T03:09:13.898Z""",29.8,89.7
"""2021-02-25T03:09:16.898Z""",29.8,89.8
"""2021-02-25T03:09:19.900Z""",29.8,88.3
"""2021-02-25T03:09:22.897Z""",29.8,88.2
"""2021-02-25T03:09:25.900Z""",29.8,89.5
"""2021-02-25T03:09:28.900Z""",29.8,89.5
"""2021-02-25T03:09:31.900Z""",29.8,89.4
"""2021-02-25T03:09:34.900Z""",29.8,89.5
"""2021-02-25T03:09:37.900Z""",29.8,88.2
"""2021-02-25T03:09:40.900Z""",29.8,89.5
"""2021-02-25T03:09:43.899Z""",29.8,88.6
"""2021-02-25T03:09:46.899Z""",29.8,88.3
"""2021-02-25T03:09:49.899Z""",29.8,89.6
"""2021-02-25T03:09:52.900Z""",29.8,89.6
"""2021-02-25T03:09:55.899Z""",29.8,88.3
"""2021-02-25T03:09:58.899Z""",29.8,89.6
"""2021-02-25T03:10:01.901Z""",29.8,89.6
"""2021-02-25T03:10:04.900Z""",29.8,88.2
"""2021-02-25T03:10:07.903Z""",29.8,89.6
"""2021-02-25T03:10:10.898Z""",29.8,88.3
