RC,PMV,TL,DC,time
157.2257881,-0.881656805,30.45763994,100,"""2021-02-16T15:18:56.843Z"""
177.3131275,-1.053392706,30.44465726,100,"""2021-02-16T15:18:55.842Z"""
170.1868378,-1.173850721,30.42978294,100,"""2021-02-16T15:18:54.842Z"""
167.0127993,-1.227248095,29.78195565,100,"""2021-02-16T15:18:53.841Z"""
219.7241504,-0.217721297,33.45714286,70,"""2021-02-16T15:18:52.841Z"""
106.440632,-0.631881356,32.93656077,70,"""2021-02-16T15:18:51.841Z"""
146.8172106,-0.163638677,32.51436492,70,"""2021-02-16T15:18:50.839Z"""
126.0466178,-0.213053435,32.32058527,70,"""2021-02-16T15:18:49.841Z"""
145.6413933,-0.626293469,31.71714574,70,"""2021-02-16T15:18:48.837Z"""
157.6443986,-0.248821035,31.41140262,70,"""2021-02-16T15:18:47.836Z"""
194.076908,-0.117737288,31.14422592,70,"""2021-02-16T15:18:46.834Z"""
190.1888264,-0.092688719,31.04044377,70,"""2021-02-16T15:18:45.833Z"""
209.5652329,-0.282470289,30.45481594,70,"""2021-02-16T15:18:44.840Z"""
187.2501968,-0.078039049,30.35136226,70,"""2021-02-16T15:18:43.811Z"""
172.7232435,-0.116711864,29.69036327,70,"""2021-02-16T15:18:42.809Z"""
265.5475399,-0.250415254,29.04619264,70,"""2021-02-16T15:18:41.808Z"""
187.3420219,-0.208872881,28.80993444,70,"""2021-02-16T15:18:40.808Z"""
172.9705208,-0.2635,28.4799294,70,"""2021-02-16T15:18:39.808Z"""
201.2985669,-0.668601695,28.38850806,70,"""2021-02-16T15:18:38.810Z"""
146.2773324,-0.062228814,34.04823589,60,"""2021-02-16T15:18:37.806Z"""
186.5552263,0.328449153,33.61375,60,"""2021-02-16T15:18:36.805Z"""
200.0673766,0.654,33.27571429,60,"""2021-02-16T15:18:35.805Z"""
183.4324163,-0.127241087,31.40358043,60,"""2021-02-16T15:18:34.803Z"""
147.2400378,-0.284067524,29.92759602,57,"""2021-02-16T15:18:33.802Z"""
172.8113214,-0.133285229,34.82511346,50,"""2021-02-16T15:18:32.802Z"""
154.4947906,0.759060773,33.42961622,50,"""2021-02-16T15:18:31.802Z"""
222.3880176,0.146193713,31.29655696,50,"""2021-02-16T15:18:30.800Z"""
176.9626983,-0.102383376,30.62757056,50,"""2021-02-16T15:18:29.802Z"""
176.9083613,-0.093661017,30.55784165,50,"""2021-02-16T15:18:28.799Z"""
167.7258317,-0.237082273,30.11692695,50,"""2021-02-16T15:18:27.799Z"""
242.0328129,0.012663274,29.42802419,50,"""2021-02-16T15:18:26.797Z"""
269.658557,-0.309161017,28.56456653,50,"""2021-02-16T15:18:25.797Z"""
218.0165606,0.130890585,27.89596774,50,"""2021-02-16T15:18:24.796Z"""
143.93416,-0.154584746,27.88002013,50,"""2021-02-16T15:18:23.799Z"""
130.5079844,-0.026327396,27.81376702,50,"""2021-02-16T15:18:22.795Z"""
261.921776,-0.05097479,27.38690176,50,"""2021-02-16T15:18:21.792Z"""
203.485068,-0.020670059,27.10902218,50,"""2021-02-16T15:18:20.791Z"""
259.5975869,0.248671152,33.05947448,40,"""2021-02-16T15:18:19.792Z"""
165.2350455,-0.060619169,27.16479821,30,"""2021-02-16T15:18:18.790Z"""
213.3214448,0.542631579,35.92680412,25,"""2021-02-16T15:18:17.790Z"""
156.8739446,0.17899067,35.15269793,25,"""2021-02-16T15:18:16.790Z"""
158.2277781,0.240288625,34.42421796,25,"""2021-02-16T15:18:15.789Z"""
140.4111173,-0.218161017,33.76129032,25,"""2021-02-16T15:18:14.788Z"""
160.4517593,-0.07320339,33.13242562,25,"""2021-02-16T15:18:13.787Z"""
188.4341102,0.325994876,32.95820293,25,"""2021-02-16T15:18:12.788Z"""
229.6515437,-0.076398305,31.92583249,25,"""2021-02-16T15:18:11.788Z"""
179.4132769,0.083299406,31.87090267,25,"""2021-02-16T15:18:10.785Z"""
143.9069721,0.126963528,31.45418769,25,"""2021-02-16T15:18:09.785Z"""
156.2395583,0.056261682,30.84243189,25,"""2021-02-16T15:18:08.784Z"""
202.9350222,0.134177323,30.6652813,25,"""2021-02-16T15:18:07.783Z"""
202.9350222,0.134177323,30.6652813,25,"""2021-02-16T15:18:06.782Z"""
152.5094641,0.135771186,30.22097832,25,"""2021-02-16T15:18:05.785Z"""
144.6555513,-0.036254237,30.20678918,25,"""2021-02-16T15:18:04.782Z"""
159.5100357,0.182779661,33.82805836,20,"""2021-02-16T15:18:03.781Z"""
168.1136829,0.049864407,33.38317443,20,"""2021-02-16T15:18:02.781Z"""
198.9049491,0.2415,32.544427,20,"""2021-02-16T15:18:01.782Z"""
170.0671611,0.600237288,32.05330347,20,"""2021-02-16T15:18:00.779Z"""
156.0282769,-0.014257846,31.03897925,20,"""2021-02-16T15:17:59.780Z"""
151.54878,0.759780034,30.35170868,20,"""2021-02-16T15:17:58.783Z"""
